FLOW_DATE,RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
2011-04-04,Hemavathi,16.87,2895.01,36,3250.0
2011-04-05,Hemavathi,16.59,2894.50,36,3250.0
2011-04-06,Hemavathi,16.29,2893.98,20,3300.0
2011-04-07,Hemavathi,16.0,2893.46,18,3300.0
2011-04-08,Hemavathi,15.71,2892.94,17,3300.0
2011-04-09,Hemavathi,15.41,2892.42,15,3300.0
2011-04-10,Hemavathi,15.12,2891.90,14,3300.0
2011-04-11,Hemavathi,14.83,2891.38,13,3300.0
2011-04-12,Hemavathi,14.54,2890.86,11,3300.0
2011-04-13,Hemavathi,14.24,2890.34,11,3300.0
2011-04-14,Hemavathi,13.95,2889.82,35,3325.0
2011-04-15,Hemavathi,13.66,2889.30,35,3325.0
2011-04-16,Hemavathi,13.37,2888.79,74,3300.0
2011-04-17,Hemavathi,13.17,2888.43,99,2350.0
2011-04-18,Hemavathi,12.96,2888.07,98,2350.0
2011-04-19,Hemavathi,12.76,2887.59,49,2350.0
2011-04-20,Hemavathi,12.55,2887.08,32,2350.0
2011-04-21,Hemavathi,12.34,2886.57,31,2350.0
2011-04-22,Hemavathi,12.13,2886.06,25,2350.0
2011-04-23,Hemavathi,11.93,2885.55,27,2350.0
2011-04-24,Hemavathi,11.72,2885.04,25,2350.0
2011-04-25,Hemavathi,11.51,2884.53,23,2350.0
2011-04-26,Hemavathi,11.3,2884.02,22,2350.0
2011-04-27,Hemavathi,11.1,2883.51,22,2350.0
2011-04-28,Hemavathi,10.89,2883,21,2350.0
2011-04-29,Hemavathi,10.73,2882.60,38,1850.0
2011-04-30,Hemavathi,10.56,2882.20,39,1850.0
2011-05-01,Hemavathi,10.4,2881.80,38,1850.0
2011-05-02,Hemavathi,10.24,2881.40,38,1850.0
2011-05-03,Hemavathi,10.07,2881,37,1850.0
2011-05-04,Hemavathi,9.91,2880.60,31,1850.0
2011-05-05,Hemavathi,9.76,2880.23,73,1750.0
2011-05-06,Hemavathi,9.61,2879.85,77,1800.0
2011-05-07,Hemavathi,9.45,2879.46,82,1850.0
2011-05-08,Hemavathi,9.29,2879.07,82,1850.0
2011-05-09,Hemavathi,9.13,2878.68,78,1850.0
2011-05-10,Hemavathi,8.97,2878.29,75,1850.0
2011-05-11,Hemavathi,8.81,2877.88,42,1850.0
2011-05-12,Hemavathi,8.65,2877.44,65,1850.0
2011-05-13,Hemavathi,8.48,2876.98,72,1942.0
2011-05-14,Hemavathi,8.32,2876.52,80,1950.0
2011-05-15,Hemavathi,8.15,2876.07,122,1950.0
2011-05-16,Hemavathi,7.99,2875.62,121,1950.0
2011-05-17,Hemavathi,7.83,2875.17,118,1950.0
2011-05-18,Hemavathi,7.67,2874.70,226,1950.0
2011-05-19,Hemavathi,7.54,2874.26,340,1850.0
2011-05-20,Hemavathi,7.41,2873.84,410,1850.0
2011-05-21,Hemavathi,7.28,2873.44,480,1850.0
2011-05-22,Hemavathi,7.17,2873.06,551,1850.0
2011-05-23,Hemavathi,7.06,2872.68,621,1850.0
2011-05-24,Hemavathi,6.95,2872.30,632,1850.0
2011-05-25,Hemavathi,6.84,2871.93,664,1850.0
2011-05-26,Hemavathi,6.74,2871.57,697,1850.0
2011-05-27,Hemavathi,6.63,2871.22,730,1850.0
2011-05-28,Hemavathi,6.56,2870.92,767,1620.0
2011-05-29,Hemavathi,6.45,2870.31,790,2020.0
2011-05-30,Hemavathi,6.34,2869.70,859,2090.0
2011-05-31,Hemavathi,6.25,2869.25,1254,2150.0
2011-06-01,Hemavathi,6.21,2868.99,1632,2150.0
2011-06-02,Hemavathi,6.19,2868.96,2075,2150.0
2011-06-03,Hemavathi,6.19,2868.94,2115,2150.0
2011-06-04,Hemavathi,6.18,2868.91,1955,2030.0
2011-06-05,Hemavathi,6.15,2868.83,1694,1970.0
2011-06-06,Hemavathi,6.21,2869,2060,1138.0
2011-06-07,Hemavathi,6.38,2869.95,3194,1050.0
2011-06-08,Hemavathi,6.53,2870.80,2850,1050.0
2011-06-09,Hemavathi,6.71,2871.50,3093,1050.0
2011-06-10,Hemavathi,7.02,2872.55,4249,675.0
2011-06-11,Hemavathi,7.36,2873.69,4358,350.0
2011-06-12,Hemavathi,7.84,2875.20,5752,200.0
2011-06-13,Hemavathi,8.65,2877.45,9702,200.0
2011-06-14,Hemavathi,9.25,2878.98,7186,200.0
2011-06-15,Hemavathi,9.69,2880.05,5289,200.0
2011-06-16,Hemavathi,10.16,2881.20,5678,200.0
2011-06-17,Hemavathi,10.56,2882.20,4963,200.0
2011-06-18,Hemavathi,10.97,2883.20,5397,633.0
2011-06-19,Hemavathi,11.3,2884,4822,1000.0
2011-06-20,Hemavathi,11.46,2884.41,2986,1000.0
2011-06-21,Hemavathi,11.6,2884.75,2656,1000.0
2011-06-22,Hemavathi,11.68,2884.94,1490,541.0
2011-06-23,Hemavathi,11.74,2885.10,1308,500.0
2011-06-24,Hemavathi,11.91,2885.50,2440,500.0
2011-06-25,Hemavathi,12.07,2885.90,2439,500.0
2011-06-26,Hemavathi,12.2,2886.22,2066,500.0
2011-06-27,Hemavathi,12.49,2886.94,3954,500.0
2011-06-28,Hemavathi,13.08,2888.28,7382,500.0
2011-06-29,Hemavathi,13.45,2888.94,5294,937.0
2011-06-30,Hemavathi,13.75,2889.46,3711,266.0
2011-07-01,Hemavathi,13.95,2889.82,2605,200.0
2011-07-02,Hemavathi,14.19,2890.25,3063,200.0
2011-07-03,Hemavathi,14.49,2890.78,3714,200.0
2011-07-04,Hemavathi,14.67,2891.10,2352,200.0
2011-07-05,Hemavathi,14.91,2891.53,3069,200.0
2011-07-06,Hemavathi,15.17,2891.99,3228,200.0
2011-07-07,Hemavathi,15.39,2892.38,2807,200.0
2011-07-08,Hemavathi,15.63,2892.81,3069,200.0
2011-07-09,Hemavathi,15.78,2893.07,1958,200.0
2011-07-10,Hemavathi,15.82,2893.14,721,200.0
2011-07-11,Hemavathi,16.04,2893.53,2808,200.0
2011-07-12,Hemavathi,16.26,2893.93,2874,200.0
2011-07-13,Hemavathi,16.32,2894.02,1503,850.0
2011-07-14,Hemavathi,16.41,2894.19,1769,594.0
2011-07-15,Hemavathi,16.67,2894.65,3563,500.0
2011-07-16,Hemavathi,17.08,2895.37,5717,958.0
2011-07-17,Hemavathi,17.78,2896.62,9214,1000.0
2011-07-18,Hemavathi,19.29,2899.31,18598,1000.0
2011-07-19,Hemavathi,20.71,2901.54,17426,1000.0
2011-07-20,Hemavathi,22.33,2903.93,19798,1000.0
2011-07-21,Hemavathi,22.33,2903.93,19798,1000.0
2011-07-22,Hemavathi,24.45,2906.95,12420,1000.0
2011-07-23,Hemavathi,25.18,2907.97,9516,1000.0
2011-07-24,Hemavathi,26.14,2909.28,12255,1000.0
2011-07-25,Hemavathi,27.15,2910.62,12748,1000.0
2011-07-26,Hemavathi,27.66,2911.28,6954,1000.0
2011-07-27,Hemavathi,28.27,2912.07,8152,1000.0
2011-07-28,Hemavathi,28.43,2912.27,2960,1000.0
2011-07-29,Hemavathi,28.62,2912.50,3242,1000.0
2011-07-30,Hemavathi,28.73,2912.63,2301,1000.0
2011-07-31,Hemavathi,29.2,2913.22,6618,1000.0
2011-08-01,Hemavathi,29.44,2913.51,3799,1000.0
2011-08-02,Hemavathi,29.79,2913.94,5116,1000.0
2011-08-03,Hemavathi,30.18,2914.40,5573,1000.0
2011-08-04,Hemavathi,31.04,2915.41,12164,2150.0
2011-08-05,Hemavathi,31.75,2916.24,12550,4200.0
2011-08-06,Hemavathi,32.3,2916.86,9713,3256.0
2011-08-07,Hemavathi,33.26,2917.94,28889,2467.0
2011-08-08,Hemavathi,33.98,2918.72,11557,3133.0
2011-08-09,Hemavathi,34.47,2919.25,8318,4658.0
2011-08-10,Hemavathi,34.66,2919.45,7550,5321.0
2011-08-11,Hemavathi,34.78,2919.58,6981,5500.0
2011-08-12,Hemavathi,34.94,2919.75,7913,6000.0
2011-08-13,Hemavathi,35.26,2920.09,11304,7525.0
2011-08-14,Hemavathi,35.27,2920.10,6776,6575.0
2011-08-15,Hemavathi,35.27,2920.10,6064,5975.0
2011-08-16,Hemavathi,35.17,2920,5260,6287.0
2011-08-17,Hemavathi,34.89,2919.70,3870,7000.0
2011-08-18,Hemavathi,34.69,2919.48,3562,5833.0
2011-08-19,Hemavathi,34.52,2919.30,3369,5211.0
2011-08-20,Hemavathi,34.38,2919.15,3762,5280.0
2011-08-21,Hemavathi,34.34,2919.10,4835,5280.0
2011-08-22,Hemavathi,34.45,2919.22,6658,5280.0
2011-08-23,Hemavathi,34.29,2919.05,3594,5330.0
2011-08-24,Hemavathi,34.1,2918.85,3324,5380.0
2011-08-25,Hemavathi,33.84,2918.57,2965,5880.0
2011-08-26,Hemavathi,33.58,2918.28,3109,6130.0
2011-08-27,Hemavathi,33.32,2918,3216,6130.0
2011-08-28,Hemavathi,33.24,2917.91,5293,6130.0
2011-08-29,Hemavathi,33.2,2917.87,5807,6130.0
2011-08-30,Hemavathi,33.38,2918.07,8303,6130.0
2011-08-31,Hemavathi,33.83,2918.55,9990,4755.0
2011-09-01,Hemavathi,34.35,2919.11,9475,3380.0
2011-09-02,Hemavathi,35.18,2920.01,13129,3380.0
2011-09-03,Hemavathi,36.27,2921.14,17238,4513.0
2011-09-04,Hemavathi,36.7,2921.58,17450,12443.0
2011-09-05,Hemavathi,36.8,2921.69,18116,16797.0
2011-09-06,Hemavathi,36.6,2921.48,13918,16175.0
2011-09-07,Hemavathi,36.53,2921.41,11846,12538.0
2011-09-08,Hemavathi,36.58,2921.46,9981,9330.0
2011-09-09,Hemavathi,36.66,2921.54,8877,7888.0
2011-09-10,Hemavathi,36.58,2921.46,8128,8929.0
2011-09-11,Hemavathi,36.58,2921.46,7240,7146.0
2011-09-12,Hemavathi,36.49,2921.37,6060,6970.0
2011-09-13,Hemavathi,36.48,2921.36,5831,5846.0
2011-09-14,Hemavathi,36.51,2921.39,6137,5705.0
2011-09-15,Hemavathi,36.49,2921.37,5600,5730.0
2011-09-16,Hemavathi,36.57,2921.45,5577,4588.0
2011-09-17,Hemavathi,36.66,2921.54,6164,5063.0
2011-09-18,Hemavathi,36.58,2921.46,4879,5680.0
2011-09-19,Hemavathi,36.49,2921.37,4767,5680.0
2011-09-20,Hemavathi,36.39,2921.26,4549,5680.0
2011-09-21,Hemavathi,36.23,2921.10,3989,5680.0
2011-09-22,Hemavathi,36.07,2920.93,3765,5568.0
2011-09-23,Hemavathi,35.87,2920.72,3369,5617.0
2011-09-24,Hemavathi,35.62,2920.46,2874,5680.0
2011-09-25,Hemavathi,35.37,2920.21,2488,5180.0
2011-09-26,Hemavathi,35.12,2919.95,2424,5203.0
2011-09-27,Hemavathi,34.86,2919.66,2198,5205.0
2011-09-28,Hemavathi,34.59,2919.37,2197,5205.0
2011-09-29,Hemavathi,34.42,2919.19,2921,4747.0
2011-09-30,Hemavathi,34.17,2918.92,2411,5198.0
2011-10-01,Hemavathi,33.94,2918.67,2619,5192.0
2011-10-02,Hemavathi,33.69,2918.40,2391,5180.0
2011-10-03,Hemavathi,33.54,2918.24,3456,5065.0
2011-10-04,Hemavathi,33.5,2918.20,2932,3250.0
2011-10-05,Hemavathi,33.24,2917.91,1220,4180.0
2011-10-06,Hemavathi,33.03,2917.68,2928,5180.0
2011-10-07,Hemavathi,32.77,2917.39,2311,5180.0
2011-10-08,Hemavathi,32.52,2917.11,2255,5022.0
2011-10-09,Hemavathi,32.28,2916.84,2135,4800.0
2011-10-10,Hemavathi,32.09,2916.62,2647,4800.0
2011-10-11,Hemavathi,32.09,2916.62,4787,4679.0
2011-10-12,Hemavathi,32.04,2916.56,4425,4936.0
2011-10-13,Hemavathi,31.95,2916.46,4055,4980.0
2011-10-14,Hemavathi,31.86,2916.36,4054,4980.0
2011-10-15,Hemavathi,31.75,2916.24,3850,4980.0
2011-10-16,Hemavathi,31.75,2916.24,5105,5004.0
2011-10-17,Hemavathi,31.8,2916.30,5720,5005.0
2011-10-18,Hemavathi,31.78,2916.27,4822,5030.0
2011-10-19,Hemavathi,31.69,2916.17,4147,5075.0
2011-10-20,Hemavathi,31.53,2915.99,3335,5080.0
2011-10-21,Hemavathi,31.36,2915.79,3215,5080.0
2011-10-22,Hemavathi,31.12,2915.51,2330,4980.0
2011-10-23,Hemavathi,30.92,2915.27,2255,4512.0
2011-10-24,Hemavathi,30.71,2915.03,2305,4563.0
2011-10-25,Hemavathi,30.54,2914.83,2482,4347.0
2011-10-26,Hemavathi,30.48,2914.76,4475,5063.0
2011-10-27,Hemavathi,30.37,2914.63,3774,4953.0
2011-10-28,Hemavathi,30.2,2914.43,3180,5048.0
2011-10-29,Hemavathi,30.03,2914.23,3209,5080.0
2011-10-30,Hemavathi,29.84,2914,2914,5080.0
2011-10-31,Hemavathi,29.64,2913.76,2920,5080.0
2011-11-01,Hemavathi,29.39,2913.45,2144,4960.0
2011-11-02,Hemavathi,29.2,2913.21,2784,4946.0
2011-11-03,Hemavathi,29.12,2913.12,3946,4699.0
2011-11-04,Hemavathi,29.25,2913.28,6645,5050.0
2011-11-05,Hemavathi,29.42,2913.48,6775,4800.0
2011-11-06,Hemavathi,29.58,2913.68,6960,4988.0
2011-11-07,Hemavathi,30.09,2914.30,11099,5050.0
2011-11-08,Hemavathi,30.42,2914.69,8984,5050.0
2011-11-09,Hemavathi,30.37,2914.63,4457,4950.0
2011-11-10,Hemavathi,30.23,2914.46,3373,4950.0
2011-11-11,Hemavathi,29.98,2914.17,2263,5017.0
2011-11-12,Hemavathi,29.68,2913.81,1671,5030.0
2011-11-13,Hemavathi,29.46,2913.54,2592,5030.0
2011-11-14,Hemavathi,29.2,2913.22,2121,5030.0
2011-11-15,Hemavathi,28.86,2912.79,1109,5052.0
2011-11-16,Hemavathi,28.55,2912.41,1585,5055.0
2011-11-17,Hemavathi,28.23,2912.02,1491,5055.0
2011-11-18,Hemavathi,27.91,2911.60,1400,5055.0
2011-11-19,Hemavathi,27.58,2911.17,1322,5055.0
2011-11-20,Hemavathi,27.24,2910.74,1351,5085.0
2011-11-21,Hemavathi,26.93,2910.33,1339,4894.0
2011-11-22,Hemavathi,26.59,2909.89,1253,5036.0
2011-11-23,Hemavathi,26.25,2909.43,1222,5055.0
2011-11-24,Hemavathi,25.91,2908.96,1136,5055.0
2011-11-25,Hemavathi,25.55,2908.48,1049,5055.0
2011-11-26,Hemavathi,25.2,2908,1048,5055.0
2011-11-27,Hemavathi,24.85,2907.51,1084,5055.0
2011-11-28,Hemavathi,24.5,2907.02,1081,5055.0
2011-11-29,Hemavathi,23.98,2906.30,2242,5055.0
2011-11-30,Hemavathi,24.23,2906.65,2075,5055.0
2011-12-01,Hemavathi,23.72,2905.94,2170,5055.0
2011-12-02,Hemavathi,23.47,2905.57,2145,5055.0
2011-12-03,Hemavathi,23.2,2905.19,2063,5055.0
2011-12-04,Hemavathi,22.92,2904.79,1922,5055.0
2011-12-05,Hemavathi,22.91,2903.80,1051,5055.0
2011-12-06,Hemavathi,22.35,2903.97,1054,4322.0
2011-12-07,Hemavathi,22.17,2903.70,821,2857.0
2011-12-08,Hemavathi,21.89,2903.29,742,3882.0
2011-12-09,Hemavathi,21.53,2902.75,741,4905.0
2011-12-10,Hemavathi,21.14,2902.18,698,5105.0
2011-12-11,Hemavathi,20.75,2901.60,646,5057.0
2011-12-12,Hemavathi,20.36,2901.01,645,5105.0
2011-12-13,Hemavathi,19.96,2900.41,574,5105.0
2011-12-14,Hemavathi,19.55,2899.77,532,5105.0
2011-12-15,Hemavathi,19.15,2899.06,515,5059.0
2011-12-16,Hemavathi,18.73,2898.31,264,5068.0
2011-12-17,Hemavathi,18.3,2897.55,234,5105.0
2011-12-18,Hemavathi,17.93,2896.88,301,4588.0
2011-12-19,Hemavathi,17.58,2896.26,275,4238.0
2011-12-20,Hemavathi,17.23,2895.64,244,4208.0
2011-12-21,Hemavathi,16.88,2895.02,235,4200.0
2011-12-22,Hemavathi,26.59,2909.89,1253,5036.0
2011-12-23,Hemavathi,16.09,2893.62,167,4850.0
2011-12-24,Hemavathi,15.67,2892.88,127,4877.0
2011-12-25,Hemavathi,15.26,2892.14,149,4900.0
2011-12-26,Hemavathi,14.84,2891.40,147,4900.0
2011-12-27,Hemavathi,14.43,2890.67,120,4808.0
2011-12-28,Hemavathi,14.02,2889.95,130,4753.0
2011-12-29,Hemavathi,13.62,2889.23,128,4750.0
2011-12-30,Hemavathi,13.86,2887.82,68,600.0
2011-12-31,Hemavathi,13.86,2887.82,65,645.0
2012-01-01,Hemavathi,12.48,2886.90,111,4488.0
2012-05-31,Hemavathi,6.3,2869.49,22,100.0
2012-06-01,Hemavathi,6.29,2869,23,100.0
2012-06-02,Hemavathi,6.28,2869,24,100.0
2012-06-03,Hemavathi,6.26,2869,24,100.0
2012-06-04,Hemavathi,6.25,2869,24,100.0
2012-06-05,Hemavathi,6.24,2869,24,100.0
2012-06-06,Hemavathi,6.23,2869,25,100.0
2012-06-07,Hemavathi,6.22,2869,44,100.0
2012-06-08,Hemavathi,6.22,2869,44,100.0
2012-06-09,Hemavathi,6.21,2869,83,100.0
2012-06-10,Hemavathi,6.21,2869,145,100.0
2012-06-11,Hemavathi,6.22,2869,249,100.0
2012-06-12,Hemavathi,6.22,2869,208,100.0
2012-06-13,Hemavathi,6.23,2869,229,100.0
2012-06-15,Hemavathi,6.24,2869,210,100.0
2012-06-16,Hemavathi,6.24,2869,146,100.0
2012-06-17,Hemavathi,6.24,2869,145,100.0
2012-06-18,Hemavathi,6.24,2869.18,145,100.0
2012-06-19,Hemavathi,6.27,2869.32,438,100.0
2012-06-20,Hemavathi,6.39,2870,1568,100.0
2012-06-21,Hemavathi,6.47,2870.47,1183,100.0
2012-06-22,Hemavathi,6.55,2870.90,991,100.0
2012-06-23,Hemavathi,6.61,2871.12,754,100.0
2012-06-24,Hemavathi,6.64,2871.25,579,100.0
2012-06-25,Hemavathi,6.69,2871.43,746,100.0
2012-06-26,Hemavathi,6.73,2871.56,579,100.0
2012-06-27,Hemavathi,6.79,2871.75,780,100.0
2012-06-28,Hemavathi,6.84,2871.93,746,100.0
2012-06-29,Hemavathi,6.89,2872.12,779,100.0
2012-06-30,Hemavathi,6.95,2872.33,846,100.0
2012-07-01,Hemavathi,7.05,2872.65,1214,100.0
2012-07-02,Hemavathi,7.14,2872.97,1214,100.0
2012-07-03,Hemavathi,7.33,2873.60,2381,100.0
2012-07-04,Hemavathi,7.73,2874.90,4773,100.0
2012-07-05,Hemavathi,8.33,2876.57,7098,100.0
2012-07-06,Hemavathi,8.67,2877.50,4053,100.0
2012-07-07,Hemavathi,9.13,2878.68,5456,100.0
2012-07-08,Hemavathi,9.61,2879.87,5754,100.0
2012-07-09,Hemavathi,10.16,2881.20,6421,100.0
2012-07-10,Hemavathi,10.38,2881.75,2740,100.0
2012-07-11,Hemavathi,10.48,2882,1328,100.0
2012-07-12,Hemavathi,10.59,2882.27,1424,100.0
2012-07-13,Hemavathi,10.75,2882.65,1943,100.0
2012-07-14,Hemavathi,10.85,2882.90,1331,100.0
2012-07-15,Hemavathi,10.93,2883.10,1095,100.0
2012-07-16,Hemavathi,11.01,2883.30,1096,100.0
2012-07-17,Hemavathi,11.07,2883.45,862,100.0
2012-07-18,Hemavathi,11.17,2883.70,1333,100.0
2012-07-19,Hemavathi,11.28,2883.97,1426,100.0
2012-07-20,Hemavathi,11.42,2884.31,1756,100.0
2012-07-21,Hemavathi,11.62,2884.80,2463,100.0
2012-07-22,Hemavathi,12.01,2885.75,4632,100.0
2012-07-23,Hemavathi,12.52,2887,6050,100.0
2012-07-24,Hemavathi,12.99,2888.12,5656,100.0
2012-07-25,Hemavathi,13.4,2888.84,4848,100.0
2012-07-26,Hemavathi,13.66,2889.30,3156,100.0
2012-07-27,Hemavathi,14.16,2890.20,6022,100.0
2012-07-28,Hemavathi,15.84,2893.17,19521,100.0
2012-07-29,Hemavathi,16.84,2894.95,11767,100.0
2012-07-30,Hemavathi,17.39,2895.93,6555,100.0
2012-07-31,Hemavathi,17.78,2896.62,4088,100.0
2012-08-01,Hemavathi,18.04,2897.08,3332,264.0
2012-08-02,Hemavathi,18.31,2897.57,5294,2029.0
2012-08-03,Hemavathi,18.56,2898,5055,2182.0
2012-08-04,Hemavathi,18.81,2898.45,5562,2558.0
2012-08-05,Hemavathi,19.68,2900,13812,3637.0
2012-08-06,Hemavathi,21.15,2902.20,20843,0.0
2012-08-07,Hemavathi,22.93,2904.80,24404,0.0
2012-08-08,Hemavathi,25.42,2908.30,32764,0.0
2012-08-09,Hemavathi,26.09,2909.21,12168,0.0
2012-08-10,Hemavathi,26.42,2909.65,8407,0.0
2012-08-11,Hemavathi,27.03,2910.46,11681,0.0
2012-08-12,Hemavathi,27.64,2911.25,11707,0.0
2012-08-13,Hemavathi,28.14,2911.90,10552,4679.0
2012-08-14,Hemavathi,28.35,2912.17,7274,4707.0
2012-08-15,Hemavathi,28.38,2912.20,5140,4777.0
2012-08-16,Hemavathi,28.38,2912.21,4753,4575.0
2012-08-17,Hemavathi,28.35,2912.17,4223,4515.0
2012-08-18,Hemavathi,28.3,2912.10,3938,4512.0
2012-08-19,Hemavathi,28.26,2912.05,3164,3550.0
2012-08-27,Hemavathi,27.28,2910.79,2466,4702.0
2012-08-28,Hemavathi,27.78,2911.43,7264,4689.0
2012-08-29,Hemavathi,27.79,2911.45,4975,4719.0
2012-08-30,Hemavathi,28.01,2911.73,7293,4718.0
2012-08-31,Hemavathi,28.21,2912,7206,4719.0
2012-09-01,Hemavathi,28.21,2912,7206,4719.0
2012-09-02,Hemavathi,29.55,2913.64,15061,4738.0
2012-09-03,Hemavathi,30.22,2914.45,12631,4736.0
2012-09-04,Hemavathi,30.84,2915.18,12007,4741.0
2012-09-05,Hemavathi,31.24,2915.65,9455,4741.0
2012-09-06,Hemavathi,32.1,2916.63,14707,4690.0
2012-09-07,Hemavathi,32.4,2916.97,8331,4743.0
2012-09-08,Hemavathi,32.52,2917.10,6175,4745.0
2012-09-09,Hemavathi,32.65,2917.25,6104,4468.0
