FLOW_DATE,RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
2011-03-23,Kabini,11.66,2269.95,67,1440
2011-03-24,Kabini,11.58,2269.78,47,890
2011-03-25,Kabini,11.49,2269.61,46,890
2011-03-26,Kabini,11.48,2269.59,44,50
2011-03-27,Kabini,11.47,2269.57,44,50
2011-03-28,Kabini,11.46,2269.55,44,50
2011-03-29,Kabini,11.46,2269.55,44,50
2011-03-30,Kabini,11.45,2269.51,43,50
2011-03-31,Kabini,11.41,2269.43,39,381
2011-04-01,Kabini,11.35,2269.31,35,600
2011-04-02,Kabini,11.29,2269.19,69,600
2011-04-03,Kabini,11.17,2268.93,45,1350
2011-04-04,Kabini,11.06,2268.71,48,1113
2011-04-05,Kabini,10.96,2268.50,39,1050
2011-04-06,Kabini,10.85,2268.25,45,1075
2011-04-07,Kabini,10.71,2267.97,58,1450
2011-04-08,Kabini,10.63,2267.78,633,1517
2011-04-09,Kabini,10.49,2267.49,230,1650
2011-04-10,Kabini,10.34,2267.17,69,1650
2011-04-11,Kabini,3.88,2837.20,10,350
2011-04-12,Kabini,10.05,2266.52,55,1650
2011-04-13,Kabini,9.9,2266.19,54,1650
2011-04-14,Kabini,9.77,2265.90,73,1450
2011-04-15,Kabini,9.64,2265.61,91,1450
2011-04-16,Kabini,9.51,2265.32,91,1450
2011-04-17,Kabini,9.38,2265.03,90,1450
2011-04-18,Kabini,9.26,2264.74,109,1450
2011-04-19,Kabini,9.18,2264.57,717,1450
2011-04-20,Kabini,9.12,2264.43,869,1450
2011-04-21,Kabini,9.12,2264.43,1566,1440
2011-04-22,Kabini,9.12,2264.43,866,740
2011-04-23,Kabini,9.28,2264.79,2105,159
2011-04-24,Kabini,9.7,2265.75,5128,90
2011-04-25,Kabini,9.91,2266.21,2602,90
2011-04-26,Kabini,10.1,2266.64,2471,90
2011-04-27,Kabini,10.15,2266.75,817,110
2011-04-28,Kabini,10.18,2266.81,556,110
2011-04-29,Kabini,10.13,2266.70,311,755
2011-04-30,Kabini,10.07,2266.58,184,680
2011-05-01,Kabini,10.04,2266.50,353,640
2011-05-02,Kabini,9.99,2266.40,257,640
2011-05-03,Kabini,9.94,2266.28,153,640
2011-05-04,Kabini,9.88,2266.15,120,660
2011-05-05,Kabini,9.84,2266.05,277,660
2011-05-06,Kabini,9.68,2265.70,206,1868
2011-05-07,Kabini,9.54,2265.39,208,1660
2011-05-08,Kabini,9.4,2265.06,179,1735
2011-05-09,Kabini,9.24,2264.70,172,1860
2011-05-10,Kabini,9.08,2264.34,176,1860
2011-05-11,Kabini,8.92,2263.97,128,1860
2011-05-12,Kabini,8.76,2263.59,118,1860
2011-05-13,Kabini,8.6,2263.21,117,1860
2011-05-14,Kabini,8.44,2262.83,145,1860
2011-05-15,Kabini,8.29,2262.47,110,1693
2011-05-16,Kabini,8.15,2262.14,218,1660
2011-05-17,Kabini,8.01,2261.79,147,1640
2011-05-18,Kabini,7.87,2261.43,130,1640
2011-05-19,Kabini,7.82,2261.30,105,573
2011-05-20,Kabini,7.85,2261.38,573,90
2011-05-21,Kabini,7.85,2261.38,210,90
2011-05-22,Kabini,7.85,2261.38,210,90
2011-05-23,Kabini,7.85,2261.38,210,90
2011-05-24,Kabini,7.85,2261.38,210,90
2011-05-25,Kabini,7.85,2261.38,210,90
2011-05-26,Kabini,7.85,2261.38,210,90
2011-05-27,Kabini,7.85,2261.38,210,90
2011-05-28,Kabini,7.87,2261.43,585,236
2011-05-29,Kabini,7.85,2261.38,309,415
2011-05-30,Kabini,7.81,2261.28,107,440
2011-05-31,Kabini,7.68,2260.94,242,1656
2011-06-01,Kabini,7.56,2260.63,245,1490
2011-06-02,Kabini,7.46,2260.35,118,1265
2011-06-03,Kabini,7.54,2260.56,1891,882
2011-06-04,Kabini,8.06,2261.91,7205,1053
2011-06-05,Kabini,8.48,2262.94,6206,1240
2011-06-06,Kabini,8.92,2263.96,6356,1240
2011-06-07,Kabini,9.16,2264.53,4214,1240
2011-06-08,Kabini,9.31,2264.86,3007,1240
2011-06-09,Kabini,9.44,2265.16,2668,1040
2011-06-10,Kabini,9.59,2265.50,2530,686
2011-06-11,Kabini,9.72,2265.80,2140,500
2011-06-12,Kabini,9.98,2266.38,3616,500
2011-06-13,Kabini,10.26,2266.98,3742,500
2011-06-14,Kabini,10.57,2267.65,4191,500
2011-06-15,Kabini,11.01,2268.60,6198,938
2011-06-16,Kabini,11.37,2269.36,5503,1200
2011-06-17,Kabini,11.59,2269.80,3765,1200
2011-06-18,Kabini,12.13,2270.90,7372,1000
2011-06-19,Kabini,13.48,2273.52,16792,1000
2011-06-20,Kabini,14.85,2276.05,17123,1200
2011-06-21,Kabini,15.6,2277.43,9764,867
2011-06-22,Kabini,15.95,2278.05,4795,700
2011-06-23,Kabini,16.11,2278.35,2759,700
2011-06-24,Kabini,16.24,2278.57,2243,700
2011-06-25,Kabini,16.4,2278.87,2759,700
2011-06-26,Kabini,16.73,2279.44,4567,700
2011-06-27,Kabini,17.09,2280.08,6022,1650
2011-06-28,Kabini,17.62,2280.97,9150,2917
2011-06-29,Kabini,17.99,2281.58,13434,9042
2011-06-30,Kabini,17.84,2281.33,10391,12000
2011-07-01,Kabini,17.72,2281.13,5718,6979
2011-07-02,Kabini,17.62,2280.97,3998,5000
2011-07-03,Kabini,17.49,2280.75,3603,5000
2011-07-04,Kabini,17.39,2280.58,2945,4000
2011-07-05,Kabini,17.34,2280.50,2208,2646
2011-07-06,Kabini,17.32,2280.46,1835,2000
2011-07-07,Kabini,17.35,2280.51,1953,1500
2011-07-08,Kabini,17.35,2280.51,2068,1958
2011-07-16,Kabini,17.66,2281.04,8744,4790
2011-07-17,Kabini,17.76,2281.20,13748,12519
2011-07-18,Kabini,17.66,2281.04,22075,23081
2011-07-19,Kabini,17.3,2280.43,23839,27915
2011-07-20,Kabini,17.33,2280.48,21117,20665
2011-07-21,Kabini,17.23,2280.31,16984,18040
2011-07-22,Kabini,17.24,2280.33,15786,15540
2011-07-23,Kabini,17.23,2280.31,15512,15540
2011-07-24,Kabini,17.23,2280.31,15649,15540
2011-07-25,Kabini,17.24,2280.33,15786,15540
2011-07-26,Kabini,17.41,2280.62,17637,15540
2011-07-27,Kabini,17.39,2280.58,15376,15540
2011-07-28,Kabini,17.29,2280.41,9183,10123
2011-07-29,Kabini,17.23,2280.32,5294,5686
2011-07-30,Kabini,17.12,2280.13,4462,5540
2011-07-31,Kabini,17.01,2279.94,2165,3228
2011-08-01,Kabini,16.97,2279.87,2302,2540
2011-08-02,Kabini,16.99,2279.90,2003,1582
2011-08-03,Kabini,17.18,2280.23,4000,1540
2011-08-04,Kabini,17.45,2280.69,5418,2040
2011-08-05,Kabini,17.73,2281.15,7439,4040
2011-08-06,Kabini,18.16,2281.87,11797,6540
2011-08-07,Kabini,18.37,2282.20,17963,15373
2011-08-08,Kabini,18.57,2282.53,15416,12790
2011-08-09,Kabini,18.69,2282.72,13152,11540
2011-08-10,Kabini,18.85,2282.98,10452,8332
2011-08-11,Kabini,18.87,2283.01,8995,8540
2011-08-12,Kabini,18.87,2283,7033,6873
2011-08-13,Kabini,18.86,2282.99,6702,6540
2011-08-14,Kabini,19.0,2283.20,8352,6540
2011-08-15,Kabini,19.02,2283.23,7001,6540
2011-08-16,Kabini,18.87,2283.01,5121,6540
2011-08-17,Kabini,18.72,2282.76,4958,6540
2011-08-18,Kabini,18.75,2282.81,2554,2957
2011-08-19,Kabini,18.96,2283.15,5282,2540
2011-08-20,Kabini,18.93,2283.09,4741,4957
2011-08-21,Kabini,18.9,2283.05,3557,3623
2011-08-22,Kabini,19.13,2283.40,6366,3498
2011-08-23,Kabini,19.08,2283.32,4633,4998
2011-08-24,Kabini,19.01,2283.22,4524,5040
2011-08-25,Kabini,18.88,2283.02,3771,5040
2011-08-26,Kabini,18.77,2282.84,3964,5040
2011-08-27,Kabini,18.67,2282.69,4186,5040
2011-08-28,Kabini,18.75,2282.81,6645,5540
2011-08-29,Kabini,18.77,2282.85,6565,6040
2011-08-30,Kabini,18.88,2283.02,7513,6040
2011-08-31,Kabini,19.21,2283.53,12475,8403
2011-09-01,Kabini,19.22,2283.55,20239,19852
2011-09-02,Kabini,18.23,2281.99,28053,39277
2011-09-03,Kabini,18.83,2282.94,25592,18466
2011-09-04,Kabini,19.08,2283.33,26780,23623
2011-09-05,Kabini,18.92,2283.08,23752,25393
2011-09-06,Kabini,19.43,2283.86,14000,7893
2011-09-07,Kabini,19.52,2284,11273,9977
2011-09-08,Kabini,19.52,2284,10803,10560
2011-09-09,Kabini,19.52,2284,7449,7206
2011-09-10,Kabini,19.52,2284,7333,7090
2011-09-11,Kabini,19.52,2284,7333,7090
2011-09-12,Kabini,19.52,2284,7333,7090
2011-09-13,Kabini,19.43,2283.86,6280,7090
2011-09-14,Kabini,19.2,2283.51,4699,7090
2011-09-15,Kabini,19.03,2283.25,5375,7090
2011-09-16,Kabini,18.93,2283.09,6126,7090
2011-09-17,Kabini,19.03,2283.25,8533,7090
2011-09-18,Kabini,18.98,2283.17,4811,5173
2011-09-19,Kabini,18.83,2282.94,3615,5090
2011-09-20,Kabini,18.72,2282.76,3064,4132
2011-09-21,Kabini,18.59,2282.56,2877,4090
2011-09-22,Kabini,18.44,2282.32,2586,4090
2011-09-23,Kabini,18.35,2282.18,2352,3132
2011-09-24,Kabini,18.24,2282,1720,2790
2011-09-25,Kabini,18.12,2281.80,1628,2790
2011-09-26,Kabini,18.0,2281.60,1627,2790
2011-09-27,Kabini,17.85,2281.36,1347,2790
2011-09-28,Kabini,17.69,2281.08,1067,2790
2011-09-29,Kabini,17.54,2280.84,1066,2490
2011-09-30,Kabini,17.39,2280.59,1007,2490
2011-10-01,Kabini,17.23,2280.31,800,2490
2011-10-02,Kabini,17.06,2280.03,777,2490
2011-10-03,Kabini,16.89,2279.73,709,2490
2011-10-04,Kabini,16.72,2279.43,716,2490
2011-10-05,Kabini,16.54,2279.11,583,2490
2011-10-06,Kabini,16.36,2278.80,678,2490
2011-10-07,Kabini,16.17,2278.46,701,2690
2011-10-08,Kabini,15.99,2278.12,701,2690
2011-10-09,Kabini,15.8,2277.78,710,2690
2011-10-10,Kabini,15.63,2277.48,972,2690
2011-10-11,Kabini,15.49,2277.23,1291,2690
2011-10-12,Kabini,15.38,2277.02,1547,2690
2011-10-13,Kabini,15.25,2276.79,1432,2690
2011-10-14,Kabini,15.16,2276.62,1594,2470
2011-10-15,Kabini,15.19,2276.68,3051,2470
2011-10-16,Kabini,15.22,2276.74,2851,2270
2011-10-17,Kabini,15.14,2276.59,1520,2270
2011-10-18,Kabini,15.03,2276.38,1140,2270
2011-10-19,Kabini,14.91,2276.16,1496,2690
2011-10-20,Kabini,14.79,2275.94,1500,2690
2011-10-21,Kabini,14.65,2275.69,1200,2590
2011-10-22,Kabini,14.55,2275.51,1460,2390
2011-10-23,Kabini,14.43,2275.28,1245,2490
2011-10-24,Kabini,14.4,2275.23,2256,2370
2011-10-25,Kabini,14.52,2275.46,4115,2470
2011-10-26,Kabini,14.56,2275.52,2947,2370
2011-10-27,Kabini,14.6,2275.59,3010,2370
2011-10-28,Kabini,14.54,2275.49,1942,2370
2011-10-29,Kabini,14.44,2275.31,1659,2590
2011-10-30,Kabini,14.31,2275.06,1219,2590
2011-10-31,Kabini,14.28,2275,1219,2370
2011-11-01,Kabini,14.22,2274.90,1946,2370
2011-11-02,Kabini,14.1,2274.68,1184,2370
2011-11-03,Kabini,14.06,2274.60,1836,2150
2011-11-04,Kabini,14.11,2274.69,2896,2150
2011-11-05,Kabini,14.21,2274.88,2710,1340
2011-11-06,Kabini,14.26,2274.98,1899,1090
2011-11-07,Kabini,14.52,2275.46,3940,740
2011-11-08,Kabini,14.63,2275.65,2648,1269
2011-11-09,Kabini,14.51,2275.44,1037,2170
2011-11-10,Kabini,14.37,2275.18,722,2170
2011-11-11,Kabini,14.22,2274.90,601,2170
2011-11-12,Kabini,14.06,2274.60,485,2170
2011-11-13,Kabini,13.89,2274.29,364,2170
2011-11-14,Kabini,13.73,2273.98,307,2170
2011-11-15,Kabini,13.56,2273.66,260,2170
2011-11-16,Kabini,13.38,2273.33,198,2170
2011-11-17,Kabini,13.19,2272.98,137,2170
2011-11-18,Kabini,13.01,2272.64,124,2170
2011-11-19,Kabini,12.85,2272.33,135,1940
2011-11-20,Kabini,12.69,2272.02,134,1940
2011-11-21,Kabini,12.53,2271.71,188,1940
2011-11-22,Kabini,12.37,2271.38,174,2040
2011-11-23,Kabini,12.19,2271.03,157,2140
2011-11-24,Kabini,12.02,2270.69,156,2040
2011-11-25,Kabini,11.87,2270.39,188,1840
2011-11-26,Kabini,11.76,2270.15,231,1540
2011-11-27,Kabini,11.68,2270,745,1540
2011-11-28,Kabini,11.61,2269.86,821,1540
2011-11-29,Kabini,11.59,2269.82,1131,790
2011-11-30,Kabini,11.57,2269.77,894,1334
2011-12-01,Kabini,11.64,2269.92,1411,790
2011-12-02,Kabini,11.67,2269.98,945,550
2011-12-03,Kabini,11.72,2270.08,1180,550
2011-12-04,Kabini,11.76,2270.16,1068,550
2011-12-05,Kabini,11.73,2270.12,1012,550
2011-12-06,Kabini,11.73,2270.10,939,1050
2011-12-07,Kabini,11.72,2270.07,939,1050
2011-12-08,Kabini,11.73,2270.09,925,750
2011-12-09,Kabini,11.74,2270.11,925,750
2011-12-10,Kabini,11.75,2270.13,925,750
2011-12-11,Kabini,11.76,2270.15,925,750
2011-12-12,Kabini,11.73,2270.09,918,1200
2011-12-13,Kabini,11.73,2270.09,924,863
2011-12-14,Kabini,11.74,2270.11,925,750
2011-12-15,Kabini,11.75,2270.13,925,750
2011-12-16,Kabini,11.75,2270.14,868,750
2011-12-17,Kabini,11.76,2270.15,868,750
2011-12-18,Kabini,11.78,2270.20,805,458
2011-12-19,Kabini,11.82,2270.28,568,50
2011-12-20,Kabini,11.85,2270.35,511,50
2011-12-21,Kabini,11.88,2270.41,454,50
2011-12-22,Kabini,12.37,2271.38,174,2040
2011-12-23,Kabini,11.94,2270.53,454,50
2011-12-24,Kabini,11.97,2270.59,454,50
2011-12-25,Kabini,12.0,2270.65,455,50
2011-12-26,Kabini,12.03,2270.71,455,50
2011-12-27,Kabini,12.06,2270.77,455,50
2011-12-28,Kabini,12.09,2270.83,455,50
2011-12-29,Kabini,12.12,2270.89,455,50
2011-12-30,Kabini,12.15,2270.94,398,50
2011-12-31,Kabini,12.17,2270.99,398,50
2012-01-01,Kabini,11.71,2270.06,520,50
2012-05-31,Kabini,6.3,2257.09,72,800
2012-06-01,Kabini,6.22,2257,67,800
2012-06-02,Kabini,6.15,2257,74,800
2012-06-03,Kabini,6.08,2256,74,800
2012-06-04,Kabini,6.01,2256,74,800
2012-06-05,Kabini,5.94,2256,73,800
2012-06-06,Kabini,5.87,2256,56,842
2012-06-07,Kabini,5.79,2256,99,950
2012-06-08,Kabini,5.79,2256,99,950
2012-06-09,Kabini,5.64,2255.18,214,950
2012-06-10,Kabini,5.59,2255,407,950
2012-06-11,Kabini,5.53,2255,381,950
2012-06-12,Kabini,5.47,2255,345,950
2012-06-13,Kabini,5.4,2254,231,950
2012-06-15,Kabini,5.27,2254,268,950
2012-06-16,Kabini,5.23,2254,542,950
2012-06-17,Kabini,5.24,2254,995,850
2012-06-18,Kabini,5.24,2253.95,995,850
2012-06-19,Kabini,5.48,2254.69,4000,850
2012-06-20,Kabini,5.89,2255.94,5724,850
2012-06-21,Kabini,6.14,2256.66,3807,850
2012-06-22,Kabini,6.34,2257.24,3247,850
2012-06-23,Kabini,6.44,2257.54,2122,850
2012-06-24,Kabini,6.5,2257.71,1605,850
2012-06-25,Kabini,6.52,2257.77,1167,850
2012-06-26,Kabini,6.52,2257.76,889,850
2012-06-27,Kabini,6.52,2257.76,879,800
2012-06-28,Kabini,6.54,2257.82,1168,850
2012-06-29,Kabini,6.58,2257.94,1056,500
2012-06-30,Kabini,6.74,2258.40,2465,500
2012-07-01,Kabini,6.92,2258.89,2597,500
2012-07-02,Kabini,7.1,2259.38,2473,342
2012-07-03,Kabini,7.32,2260,2997,300
2012-07-04,Kabini,7.79,2261.22,5838,369
2012-07-05,Kabini,8.25,2262.37,5770,400
2012-07-06,Kabini,8.52,2263.04,3667,400
2012-07-07,Kabini,8.72,2263.50,2748,400
2012-07-08,Kabini,8.84,2263.78,1861,400
2012-07-09,Kabini,8.97,2264.08,1970,400
2012-07-10,Kabini,9.11,2264.40,2099,400
2012-07-11,Kabini,9.41,2265.09,3976,400
2012-07-12,Kabini,9.66,2265.65,3356,400
2012-07-13,Kabini,9.8,2265.98,2177,400
2012-07-14,Kabini,9.92,2266.24,1842,400
2012-07-15,Kabini,10.04,2266.50,1845,400
2012-07-16,Kabini,10.18,2266.81,2107,400
2012-07-17,Kabini,10.29,2267.06,1801,400
2012-07-18,Kabini,10.37,2267.22,1343,400
2012-07-19,Kabini,10.47,2267.45,1718,400
2012-07-20,Kabini,10.57,2267.65,1558,400
2012-07-21,Kabini,10.65,2267.83,1451,400
2012-07-22,Kabini,10.81,2268.17,2327,400
2012-07-23,Kabini,11.24,2269.09,5527,400
2012-07-24,Kabini,11.71,2270.05,5855,400
2012-07-25,Kabini,12.07,2270.78,4723,458
2012-07-26,Kabini,12.32,2271.29,3598,550
2012-07-27,Kabini,12.74,2272.12,5523,550
2012-07-28,Kabini,13.37,2273.31,7877,550
2012-07-29,Kabini,13.91,2274.32,6911,550
2012-07-30,Kabini,14.3,2275.05,5204,550
2012-07-31,Kabini,14.55,2275.50,3478,550
2012-08-01,Kabini,14.66,2275.71,1971,550
2012-08-02,Kabini,14.85,2276.06,2854,550
2012-08-03,Kabini,14.96,2276.26,1919,550
2012-08-04,Kabini,15.07,2276.46,1920,550
2012-08-05,Kabini,15.25,2276.79,2744,550
2012-08-06,Kabini,15.56,2277.35,4224,0
2012-08-07,Kabini,16.59,2279.20,13079,0
2012-08-08,Kabini,18.07,2281.72,19256,0
2012-08-09,Kabini,18.33,2282.15,17373,0
2012-08-10,Kabini,18.1,2281.77,17011,0
2012-08-11,Kabini,17.79,2281.25,13572,0
2012-08-12,Kabini,17.42,2280.64,12988,0
2012-08-13,Kabini,17.12,2280.12,13735,17190
2012-08-14,Kabini,17.06,2280.02,12546,13123
2012-08-15,Kabini,17.1,2280.10,4645,4015
2012-08-16,Kabini,17.12,2280.13,3704,3390
2012-08-17,Kabini,17.13,2280.14,3567,3390
2012-08-18,Kabini,17.18,2280.23,3815,3090
2012-08-19,Kabini,17.2,2280.26,3404,3090
2012-08-20,Kabini,17.18,2280.22,2925,3090
2012-08-21,Kabini,17.07,2280.05,2033,3090
2012-08-22,Kabini,16.94,2279.82,1638,3060
2012-08-23,Kabini,16.81,2279.59,1450,2860
2012-08-24,Kabini,16.67,2279.35,1383,2860
2012-08-25,Kabini,16.53,2279.10,1316,2860
2012-08-26,Kabini,16.4,2278.87,1467,2860
2012-08-27,Kabini,16.4,2278.87,1467,2860
2012-08-28,Kabini,16.31,2278.70,2513,2860
2012-08-29,Kabini,16.31,2278.70,2964,2860
2012-08-30,Kabini,16.45,2278.95,4575,2860
2012-08-31,Kabini,16.9,2279.75,8235,2860
2012-09-01,Kabini,16.9,2279.75,8235,2860
2012-09-02,Kabini,17.48,2280.73,8550,6860
2012-09-03,Kabini,17.4,2280.60,6083,6860
2012-09-04,Kabini,17.46,2280.70,7659,6860
2012-09-05,Kabini,17.71,2281.12,9869,6860
2012-09-06,Kabini,17.88,2281.40,9962,7890
2012-09-07,Kabini,17.87,2281.38,8017,8040
2012-09-08,Kabini,17.85,2281.35,7947,8040
2012-09-09,Kabini,17.77,2281.22,7223,7840
2012-09-10,Kabini,17.72,2281.14,7571,7840
2012-09-11,Kabini,18.21,2281.95,13788,7840
2012-09-12,Kabini,18.12,2281.80,9664,10419
2012-09-13,Kabini,17.87,2281.38,8748,11390
2012-09-14,Kabini,17.45,2280.69,7422,11911
2012-09-15,Kabini,16.99,2279.90,7684,12786
2012-09-16,Kabini,16.51,2279.06,7633,12894
2012-09-17,Kabini,15.53,2277.30,7109,12598
2012-09-18,Kabini,15.0,2276.34,5649,11473
2012-09-19,Kabini,15.0,2276.34,5649,11473
2012-09-20,Kabini,14.68,2275.75,3789,7206
2012-09-21,Kabini,14.61,2275.62,2552,3090
2012-09-22,Kabini,14.5,2275.41,2049,3090
2012-09-23,Kabini,14.38,2275.20,2049,3090
2012-09-24,Kabini,14.26,2274.98,1787,2890
2012-09-25,Kabini,14.12,2274.72,1497,2840
2012-09-26,Kabini,13.97,2274.44,1322,2790
2012-09-27,Kabini,13.82,2274.16,1322,2790
2012-09-28,Kabini,13.69,2273.92,1575,2790
2012-09-29,Kabini,13.59,2273.72,1830,2790
2012-09-30,Kabini,13.34,2273.26,1597,4165
2012-10-01,Kabini,12.82,2272.26,1569,7390
2012-10-02,Kabini,12.33,2271.30,1977,7390
2012-10-03,Kabini,11.93,2270.50,2828,7190
2012-10-04,Kabini,11.66,2269.96,2056,5003
2012-10-05,Kabini,11.42,2269.45,1302,4015
2012-10-06,Kabini,11.21,2269.03,1108,3378
2012-10-07,Kabini,11.06,2268.70,957,2690
2012-10-08,Kabini,10.91,2268.38,827,2503
2012-10-09,Kabini,10.8,2268.16,970,2100
2012-10-10,Kabini,10.73,2268,998,1800
2012-10-11,Kabini,10.73,2268.01,1927,1800
2012-10-12,Kabini,10.64,2267.81,800,1800
2012-10-13,Kabini,10.55,2267.62,854,1800
2012-10-14,Kabini,10.49,2267.48,1182,1860
2012-10-15,Kabini,10.47,2267.44,1817,1960
2012-10-16,Kabini,10.5,2267.51,2407,1960
2012-10-17,Kabini,10.48,2267.47,1425,1567
2012-10-18,Kabini,10.44,2267.39,1143,1500
2012-10-19,Kabini,10.34,2267.16,699,1860
2012-10-20,Kabini,10.23,2266.93,708,1860
2012-10-21,Kabini,10.13,2266.71,780,1860
2012-10-22,Kabini,10.09,2266.62,1460,1860
2012-10-23,Kabini,10.01,2266.44,989,1860
2012-10-24,Kabini,9.92,2266.24,884,1860
2012-10-25,Kabini,9.81,2266,674,1860
2012-10-26,Kabini,9.69,2265.73,544,1860
2012-10-27,Kabini,9.58,2265.48,647,1860
2012-10-28,Kabini,9.48,2265.24,698,1860
2012-10-29,Kabini,9.38,2265.03,730,1739
2012-10-30,Kabini,9.31,2264.86,867,1660
2012-10-31,Kabini,9.24,2264.70,819,1560
2012-11-01,Kabini,9.22,2264.66,1416,1550
2012-11-02,Kabini,9.36,2264.98,1849,175
2012-11-03,Kabini,9.78,2265.93,4979,50
2012-11-04,Kabini,9.99,2266.39,2508,50
2012-11-05,Kabini,10.1,2266.63,1394,80
2012-11-06,Kabini,10.14,2266.73,1205,623
2012-11-07,Kabini,10.04,2266.50,878,2023
2012-11-08,Kabini,9.92,2266.24,750,2060
2012-11-09,Kabini,9.87,2266.12,1490,2060
2012-11-10,Kabini,9.76,2265.89,925,2060
2012-11-11,Kabini,9.67,2265.68,932,1952
2012-11-12,Kabini,9.57,2265.45,837,1960
2012-11-13,Kabini,9.46,2265.21,786,1960
2012-11-14,Kabini,9.36,2264.97,788,1960
2012-11-15,Kabini,9.26,2264.74,754,1860
2012-11-16,Kabini,9.16,2264.51,754,1860
2012-11-17,Kabini,9.05,2264.28,753,1860
2012-11-18,Kabini,8.95,2264.03,652,1860
2012-11-19,Kabini,8.84,2263.78,616,1798
2012-11-20,Kabini,8.74,2263.55,630,1710
