FLOW_DATE,RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
2011-04-10,K.R.S,24.79,102.45,631,1125
2011-04-11,K.R.S,24.74,102.39,725,1122
2011-04-12,K.R.S,24.7,102.34,822,1122
2011-04-13,K.R.S,24.66,102.29,822,1122
2011-04-14,K.R.S,24.64,102.27,1111,1121
2011-04-15,K.R.S,24.63,102.26,1207,1121
2011-04-16,K.R.S,24.63,102.26,1304,1121
2011-04-17,K.R.S,24.67,102.30,1691,1121
2011-04-18,K.R.S,24.72,102.36,1885,1122
2011-04-19,K.R.S,24.63,102.25,1530,2400
2011-04-20,K.R.S,24.36,101.93,943,3827
2011-04-21,K.R.S,24.12,101.63,1186,3825
2011-04-22,K.R.S,24.01,101.50,2787,3824
2011-04-23,K.R.S,24.17,101.70,4701,2628
2011-04-24,K.R.S,24.42,102,3586,570
2011-04-25,K.R.S,24.71,102.35,4146,571
2011-04-26,K.R.S,24.88,102.55,2802,676
2011-04-27,K.R.S,24.96,102.65,1840,680
2011-04-28,K.R.S,25.04,102.75,1840,680
2011-04-29,K.R.S,25.11,102.83,1647,681
2011-04-30,K.R.S,25.17,102.90,1551,681
2011-05-01,K.R.S,25.02,102.72,1719,3247
2011-05-02,K.R.S,24.88,102.55,1815,3246
2011-05-03,K.R.S,24.73,102.37,2112,3640
2011-05-04,K.R.S,24.53,102.13,1894,4001
2011-05-05,K.R.S,24.3,101.85,1783,4244
2011-05-06,K.R.S,24.04,101.54,1526,4241
2011-05-07,K.R.S,23.72,101.14,870,4433
2011-05-08,K.R.S,23.36,100.70,554,4426
2011-05-09,K.R.S,22.99,100.23,303,4419
2011-05-10,K.R.S,22.62,99.75,312,4464
2011-05-11,K.R.S,22.24,99.26,266,4456
2011-05-12,K.R.S,21.86,98.77,308,4447
2011-05-13,K.R.S,21.47,98.25,187,4531
2011-05-14,K.R.S,21.08,97.72,156,4525
2011-05-15,K.R.S,20.71,97.22,459,4518
2011-05-16,K.R.S,20.33,96.70,348,4512
2011-05-17,K.R.S,19.98,96.21,630,4506
2011-05-18,K.R.S,19.63,95.71,600,4499
2011-05-19,K.R.S,19.29,95.21,637,4492
2011-05-20,K.R.S,19.14,95,2967,4488
2011-05-21,K.R.S,18.94,94.70,2148,4333
2011-05-22,K.R.S,18.66,94.29,1216,4264
2011-05-23,K.R.S,18.36,93.85,1002,4254
2011-05-24,K.R.S,18.05,93.37,843,4341
2011-05-25,K.R.S,17.72,92.87,707,4332
2011-05-26,K.R.S,17.57,92.63,1225,2849
2011-05-27,K.R.S,17.43,92.41,1186,2661
2011-05-28,K.R.S,17.34,92.28,2001,2809
2011-05-29,K.R.S,17.24,92.12,1776,2807
2011-05-30,K.R.S,17.13,91.94,1637,2805
2011-05-31,K.R.S,17.12,91.93,1126,1047
2011-06-01,K.R.S,17.13,91.95,1306,1047
2011-06-02,K.R.S,17.14,91.97,1163,897
2011-06-03,K.R.S,17.16,92,1030,692
2011-06-04,K.R.S,17.27,92.16,1799,488
2011-06-05,K.R.S,17.36,92.30,1652,490
2011-06-06,K.R.S,17.45,92.44,1653,490
2011-06-07,K.R.S,17.61,92.70,2544,491
2011-06-08,K.R.S,17.94,93.20,4369,495
2011-06-09,K.R.S,18.23,93.65,4056,498
2011-06-10,K.R.S,18.46,94,3296,501
2011-06-11,K.R.S,18.68,94.32,3145,507
2011-06-12,K.R.S,18.88,94.62,3142,660
2011-06-13,K.R.S,19.14,95,3771,663
2011-06-14,K.R.S,19.56,95.60,5631,666
2011-06-15,K.R.S,19.83,96,5524,2170
2011-06-16,K.R.S,20.05,96.30,7231,4613
2011-06-17,K.R.S,20.3,96.65,7281,4243
2011-06-18,K.R.S,20.49,96.92,6659,4296
2011-06-19,K.R.S,20.72,97.23,7460,4712
2011-06-20,K.R.S,21.47,98.25,13575,4722
2011-06-21,K.R.S,21.92,98.85,10210,4838
2011-06-22,K.R.S,22.04,99,6603,5156
2011-06-23,K.R.S,22.07,99.05,4126,3537
2011-06-24,K.R.S,22.11,99.10,2997,2408
2011-06-25,K.R.S,22.09,99.07,3315,3442
2011-06-26,K.R.S,21.98,98.93,4062,5158
2011-06-27,K.R.S,22.04,99,7246,6496
2011-06-28,K.R.S,22.42,99.50,11483,6864
2011-06-29,K.R.S,23.07,100.33,13481,5829
2011-06-30,K.R.S,23.72,101.15,12609,4893
2011-07-01,K.R.S,23.94,101.42,7601,4907
2011-07-02,K.R.S,23.97,101.45,5463,5058
2011-07-03,K.R.S,23.89,101.35,4238,5058
2011-07-04,K.R.S,23.9,101.36,5273,5057
2011-07-05,K.R.S,23.94,101.42,5594,4908
2011-07-06,K.R.S,23.9,101.36,4464,4908
2011-07-07,K.R.S,23.84,101.29,4368,4907
2011-07-08,K.R.S,23.88,101.34,5499,4906
2011-07-09,K.R.S,23.98,101.46,6160,4908
2011-07-10,K.R.S,24.03,101.53,5690,4910
2011-07-11,K.R.S,24.05,101.55,5220,4910
2011-07-12,K.R.S,23.94,101.42,4311,5415
2011-07-13,K.R.S,23.72,101.15,4629,7052
2011-07-14,K.R.S,23.54,100.92,4328,6357
2011-07-15,K.R.S,23.6,101,5123,4269
2011-07-16,K.R.S,24.13,101.65,9941,3694
2011-07-17,K.R.S,25.1,102.82,15112,3766
2011-07-18,K.R.S,26.46,104.40,19715,3868
2011-07-19,K.R.S,28.28,106.42,25174,4030
2011-07-20,K.R.S,30.12,108.37,26462,5035
2011-07-21,K.R.S,31.77,110.05,25387,6094
2011-07-22,K.R.S,32.89,111.15,19418,6280
2011-07-23,K.R.S,33.83,112.05,16054,5044
2011-07-24,K.R.S,34.79,112.95,14898,3641
2011-07-25,K.R.S,35.88,113.95,16473,3703
2011-07-26,K.R.S,37.35,115.26,20956,3793
2011-07-27,K.R.S,38.47,116.23,16946,3876
2011-07-28,K.R.S,38.98,116.67,10980,4859
2011-07-29,K.R.S,39.2,116.86,9855,7119
2011-07-30,K.R.S,39.49,117.10,10546,7101
2011-07-31,K.R.S,39.64,117.23,9418,7452
2011-08-01,K.R.S,39.73,117.30,8588,7453
2011-08-02,K.R.S,40.09,117.60,11803,7467
2011-08-03,K.R.S,40.27,117.75,9753,7496
2011-08-04,K.R.S,41.14,118.47,17821,7515
2011-08-05,K.R.S,42.42,119.50,22583,7642
2011-08-06,K.R.S,43.71,120.52,25043,9903
2011-08-07,K.R.S,44.78,121.35,31784,19176
2011-08-08,K.R.S,45.63,122,30172,20131
2011-08-09,K.R.S,46.19,122.42,27121,20420
2011-08-10,K.R.S,46.43,122.60,18452,15466
2011-08-11,K.R.S,47.05,123.06,15732,8390
2011-08-12,K.R.S,47.45,123.35,13232,8440
2011-08-13,K.R.S,47.69,123.53,11512,8460
2011-08-14,K.R.S,48.13,123.85,13774,8508
2011-08-15,K.R.S,48.61,124.20,14327,8518
2011-08-16,K.R.S,49.17,124.60,15197,8529
2011-08-17,K.R.S,49.45,124.80,11977,8539
2011-08-18,K.R.S,49.24,124.65,6324,8539
2011-08-19,K.R.S,48.96,124.45,5511,8534
2011-08-20,K.R.S,48.66,124.23,5165,8527
2011-08-21,K.R.S,48.29,123.97,4523,8520
2011-08-22,K.R.S,48.16,123.87,7122,8513
2011-08-23,K.R.S,48.25,123.94,9810,8513
2011-08-24,K.R.S,48.2,123.90,9072,9515
2011-08-25,K.R.S,48.13,123.85,9975,10577
2011-08-26,K.R.S,48.09,123.82,11353,11637
2011-08-27,K.R.S,47.98,123.74,10560,11635
2011-08-28,K.R.S,47.87,123.66,10551,11627
2011-08-29,K.R.S,47.82,123.62,11179,11622
2011-08-30,K.R.S,47.65,123.50,9893,11601
2011-08-31,K.R.S,47.79,123.60,13370,11598
2011-09-01,K.R.S,48.34,124,18132,11631
2011-09-02,K.R.S,48.68,124.25,23436,19190
2011-09-03,K.R.S,48.53,124.14,33183,34752
2011-09-04,K.R.S,48.68,124.25,38713,36728
2011-09-05,K.R.S,48.54,124.15,46011,47419
2011-09-06,K.R.S,48.39,124.04,39358,40927
2011-09-07,K.R.S,48.02,123.77,31018,35096
2011-09-08,K.R.S,47.65,123.50,22669,26734
2011-09-09,K.R.S,47.79,123.60,17895,16107
2011-09-10,K.R.S,47.88,123.67,15081,13769
2011-09-11,K.R.S,47.9,123.68,14102,13738
2011-09-12,K.R.S,47.99,123.75,15059,13746
2011-09-13,K.R.S,48.17,123.88,16024,13762
2011-09-14,K.R.S,48.14,123.86,13863,13974
2011-09-15,K.R.S,48.03,123.78,12904,13965
2011-09-16,K.R.S,47.93,123.70,12891,13952
2011-09-17,K.R.S,48.03,123.78,15422,13952
2011-09-18,K.R.S,48.27,123.95,9854,6960
2011-09-19,K.R.S,48.34,124,7957,6961
2011-09-20,K.R.S,48.41,124.05,7975,6961
2011-09-21,K.R.S,48.46,124.09,7815,6961
2011-09-22,K.R.S,48.38,124.03,6200,6961
2011-09-23,K.R.S,48.24,123.93,5575,6961
2011-09-24,K.R.S,48.06,123.80,5109,6960
2011-09-25,K.R.S,47.86,123.65,4792,6960
2011-09-26,K.R.S,47.63,123.48,4462,6946
2011-09-27,K.R.S,47.32,123.26,3630,6904
2011-09-28,K.R.S,46.97,123,3026,6892
2011-09-29,K.R.S,46.55,122.69,2255,6853
2011-09-30,K.R.S,46.18,122.41,2706,6840
2011-10-01,K.R.S,45.81,122.13,2668,6795
2011-10-02,K.R.S,45.7,122.05,5811,6801
2011-10-03,K.R.S,45.71,122.06,7204,6801
2011-10-04,K.R.S,45.63,122,6109,6790
2011-10-05,K.R.S,45.44,121.85,4723,6756
2011-10-06,K.R.S,45.15,121.63,3661,6754
2011-10-07,K.R.S,44.86,121.41,3577,6669
2011-10-08,K.R.S,44.57,121.19,3472,6563
2011-10-09,K.R.S,44.29,120.97,3621,6703
2011-10-10,K.R.S,44.26,120.95,6611,6673
2011-10-11,K.R.S,44.32,121,7649,6673
2011-10-12,K.R.S,44.83,121.39,12851,6703
2011-10-13,K.R.S,45.63,122,16224,6745
2011-10-14,K.R.S,46.09,122.34,12301,6790
2011-10-15,K.R.S,46.37,122.55,10313,6814
2011-10-16,K.R.S,46.7,122.80,10970,6852
2011-10-17,K.R.S,46.97,123,10198,6854
2011-10-18,K.R.S,47.07,123.07,8251,6892
2011-10-19,K.R.S,47.0,123.02,6366,6904
2011-10-20,K.R.S,46.86,122.92,5559,6866
2011-10-21,K.R.S,46.84,122.90,6790,6852
2011-10-22,K.R.S,46.92,122.96,8029,6853
2011-10-23,K.R.S,46.85,122.91,6327,6853
2011-10-24,K.R.S,46.88,122.93,7410,6853
2011-10-25,K.R.S,47.31,123.25,12154,6867
2011-10-26,K.R.S,47.83,123.63,13148,6886
2011-10-27,K.R.S,48.13,123.85,10634,6903
2011-10-28,K.R.S,48.24,123.93,8427,6910
2011-10-29,K.R.S,48.19,123.89,6529,6910
2011-10-30,K.R.S,48.08,123.81,5947,6960
2011-10-31,K.R.S,47.99,123.75,6264,6960
2011-11-01,K.R.S,47.93,123.70,6422,6960
2011-11-02,K.R.S,47.86,123.65,6374,6960
2011-11-03,K.R.S,48.2,123.90,10796,6638
2011-11-04,K.R.S,49.35,124.73,20359,6779
2011-11-05,K.R.S,49.23,124.64,17944,19188
2011-11-06,K.R.S,49.35,124.73,11661,9998
2011-11-07,K.R.S,49.42,124.78,8727,7710
2011-11-08,K.R.S,49.45,124.80,6653,6121
2011-11-09,K.R.S,49.45,124.80,9062,8854
2011-11-10,K.R.S,49.38,124.75,8550,9150
2011-11-11,K.R.S,49.19,124.61,4910,6963
2011-11-12,K.R.S,48.96,124.45,4587,6963
2011-11-13,K.R.S,48.74,124.29,4586,6962
2011-11-14,K.R.S,48.52,124.13,4586,6962
2011-11-15,K.R.S,48.29,123.97,4595,6962
2011-11-16,K.R.S,48.06,123.80,4476,6960
2011-11-17,K.R.S,47.8,123.61,4160,6960
2011-11-18,K.R.S,47.54,123.42,4146,6946
2011-11-19,K.R.S,47.27,123.22,3946,6904
2011-11-20,K.R.S,47.0,123.02,3946,6904
2011-11-21,K.R.S,46.68,122.78,3344,6865
2011-11-22,K.R.S,46.39,122.57,3803,6852
2011-11-23,K.R.S,46.17,122.40,4384,6815
2011-11-24,K.R.S,45.9,122.20,3907,6801
2011-11-25,K.R.S,45.66,122.02,3916,6501
2011-11-26,K.R.S,45.41,121.83,3777,6467
2011-11-27,K.R.S,45.24,121.70,4680,6454
2011-11-28,K.R.S,45.16,121.64,5740,6454
2011-11-29,K.R.S,45.32,121.76,8163,6454
2011-11-30,K.R.S,45.19,121.66,6952,6454
2011-12-01,K.R.S,45.32,121.76,6634,6454
2011-12-02,K.R.S,45.2,121.67,5286,6454
2011-12-03,K.R.S,45.07,121.57,5134,6454
2011-12-04,K.R.S,44.94,121.47,5124,6444
2011-12-05,K.R.S,44.83,121.32,5104,6433
2011-12-06,K.R.S,44.66,121.26,4942,6413
2011-12-07,K.R.S,44.51,121.14,4790,6413
2011-12-08,K.R.S,44.32,121,4477,6403
2011-12-09,K.R.S,44.17,120.88,4786,6373
2011-12-10,K.R.S,44.0,120.75,4637,6372
2011-12-11,K.R.S,43.86,120.64,4832,6272
2011-12-12,K.R.S,43.72,120.53,4832,6271
2011-12-13,K.R.S,43.55,120.40,4506,6241
2011-12-14,K.R.S,43.43,120.30,4939,6230
2011-12-15,K.R.S,43.31,120.21,5087,6230
2011-12-16,K.R.S,43.18,120.11,4939,6230
2011-12-17,K.R.S,43.04,120,4782,6222
2011-12-18,K.R.S,42.88,119.87,4498,6195
2011-12-19,K.R.S,42.72,119.74,4497,6193
2011-12-20,K.R.S,42.55,119.61,4482,6193
2011-12-21,K.R.S,42.35,119.45,4038,6184
2011-12-22,K.R.S,46.39,122.57,3803,6852
2011-12-23,K.R.S,41.95,119.13,4011,6157
2011-12-24,K.R.S,41.85,119.05,4970,5957
2011-12-25,K.R.S,41.69,118.92,4247,5935
2011-12-26,K.R.S,41.52,118.78,4111,5926
2011-12-27,K.R.S,41.36,118.65,4051,5726
2011-12-28,K.R.S,41.22,118.53,4192,5725
2011-12-29,K.R.S,41.07,118.41,4170,5703
2011-12-30,K.R.S,40.9,118.27,3878,5694
2011-12-31,K.R.S,40.77,118.17,2917,4166
2012-01-01,K.R.S,40.97,118.33,4924,2488
2012-05-31,K.R.S,8.45,73.30,337,4101
2012-06-01,K.R.S,7.94,72.75,402,2575
2012-06-02,K.R.S,7.75,72.22,399,2448
2012-06-03,K.R.S,7.75,72.22,271,204
2012-06-04,K.R.S,7.76,72.23,311,204
2012-06-05,K.R.S,7.75,72.22,232,204
2012-06-06,K.R.S,7.75,72.22,271,204
2012-06-07,K.R.S,7.76,72.23,311,204
2012-06-08,K.R.S,7.76,72.23,311,204
2012-06-09,K.R.S,7.77,72.26,296,204
2012-06-10,K.R.S,7.77,72.26,271,204
2012-06-11,K.R.S,7.77,72.27,311,204
2012-06-12,K.R.S,7.77,72.28,311,204
2012-06-13,K.R.S,7.78,72.30,351,204
2012-06-15,K.R.S,7.79,72.32,311,204
2012-06-16,K.R.S,7.78,72.30,265,277
2012-06-17,K.R.S,7.78,72.31,307,204
2012-06-26,K.R.S,8.33,73.85,1728,217
2012-06-27,K.R.S,8.45,74.20,1758,217
2012-06-28,K.R.S,8.58,74.55,1780,218
2012-06-29,K.R.S,8.75,75,2208,218
2012-06-30,K.R.S,8.92,75.45,2275,220
2012-07-01,K.R.S,8.94,75.50,1309,1019
2012-07-02,K.R.S,8.66,74.75,754,3972
2012-07-03,K.R.S,8.42,74.10,1089,3810
2012-07-04,K.R.S,8.31,73.80,2723,3923
2012-07-05,K.R.S,8.94,75.50,10983,3624
2012-07-06,K.R.S,9.65,77.30,11708,3470
2012-07-07,K.R.S,10.14,78.50,9230,3439
2012-07-08,K.R.S,10.2,78.65,4189,3397
2012-07-09,K.R.S,10.14,78.50,2730,3397
2012-07-10,K.R.S,9.99,78.15,1754,3393
2012-07-11,K.R.S,9.85,77.80,1780,3389
2012-07-12,K.R.S,9.71,77.45,1522,3101
2012-07-13,K.R.S,9.6,77.20,1718,2835
2012-07-14,K.R.S,9.52,77,1953,2834
2012-07-15,K.R.S,9.44,76.80,1981,2834
2012-07-16,K.R.S,9.37,76.60,1981,2834
2012-07-17,K.R.S,9.29,76.40,1980,2834
2012-07-18,K.R.S,9.22,76.22,2071,2833
2012-07-19,K.R.S,9.16,76.08,2253,2833
2012-07-20,K.R.S,9.11,75.95,2251,2833
2012-07-21,K.R.S,9.05,75.80,2173,2833
2012-07-22,K.R.S,8.98,75.60,1952,2782
2012-07-23,K.R.S,8.92,75.44,2129,2782
2012-07-24,K.R.S,8.87,75.33,2349,2782
2012-07-25,K.R.S,8.85,75.27,2569,2782
2012-07-26,K.R.S,8.82,75.20,3079,3336
2012-07-27,K.R.S,8.8,75.14,3053,3266
2012-07-28,K.R.S,8.78,75.09,3097,3265
2012-07-29,K.R.S,8.85,75.27,4112,3266
2012-07-30,K.R.S,9.03,75.75,5440,3270
2012-07-31,K.R.S,9.37,76.60,4115,223
2012-08-01,K.R.S,9.69,77.40,3987,224
2012-08-02,K.R.S,9.93,78,3112,225
2012-08-03,K.R.S,10.18,78.60,3215,233
2012-08-04,K.R.S,10.37,79.05,2496,236
2012-08-05,K.R.S,10.5,79.35,1802,237
2012-08-06,K.R.S,10.64,79.66,1859,0
2012-08-07,K.R.S,11.32,81.20,8358,0
2012-08-08,K.R.S,13.96,86.50,30997,0
2012-08-09,K.R.S,16.42,90.80,29081,0
2012-08-10,K.R.S,18.22,93.63,21436,0
2012-08-11,K.R.S,19.98,96.20,20995,0
2012-08-12,K.R.S,21.28,98,15763,0
2012-08-13,K.R.S,22.42,99.50,13872,562
2012-08-14,K.R.S,23.7,101.12,15252,340
2012-08-15,K.R.S,24.57,102.18,10504,349
2012-08-16,K.R.S,25.1,102.82,6662,353
2012-08-17,K.R.S,25.47,103.25,5511,1168
2012-08-18,K.R.S,25.4,103.17,3905,4570
2012-08-19,K.R.S,25.23,102.97,3186,5034
2012-08-20,K.R.S,25.08,102.79,3550,5174
2012-08-21,K.R.S,24.91,102.59,3351,5168
2012-08-22,K.R.S,24.7,102.34,2860,5161
2012-08-23,K.R.S,24.39,101.97,1696,5150
2012-08-24,K.R.S,24.23,101.77,2663,4436
2012-08-25,K.R.S,24.1,101.61,3038,4433
2012-08-26,K.R.S,23.9,101.37,3023,5173
2012-08-27,K.R.S,23.9,101.37,3023,5173
2012-08-28,K.R.S,23.88,101.34,6591,5160
2012-08-29,K.R.S,24.01,101.50,6787,5161
2012-08-30,K.R.S,24.13,101.65,6700,5175
2012-08-31,K.R.S,24.73,102.37,12177,5190
2012-09-01,K.R.S,24.73,102.37,12177,5190
2012-09-02,K.R.S,26.33,104.25,13953,4938
2012-09-03,K.R.S,27.1,105.13,14086,4974
2012-09-04,K.R.S,27.89,106,14208,5005
2012-09-05,K.R.S,28.89,107.08,16740,5044
2012-09-06,K.R.S,29.85,108.10,16485,5150
2012-09-07,K.R.S,30.5,108.77,12900,5237
2012-09-08,K.R.S,30.95,109.23,10638,5265
2012-09-09,K.R.S,31.31,109.59,9570,5281
2012-09-10,K.R.S,31.62,109.90,9013,5299
2012-09-11,K.R.S,31.88,110.16,8503,5319
2012-09-12,K.R.S,32.11,110.38,8820,6078
2012-09-13,K.R.S,32.23,110.50,7901,6336
2012-09-14,K.R.S,32.33,110.60,7679,6350
2012-09-15,K.R.S,32.36,110.63,6855,6350
2012-09-16,K.R.S,32.36,110.63,6503,6351
2012-09-17,K.R.S,32.28,110.55,5912,6350
2012-09-18,K.R.S,32.23,110.50,5911,6349
2012-09-19,K.R.S,32.23,110.50,5911,6349
2012-09-20,K.R.S,32.18,110.45,5524,5961
2012-09-21,K.R.S,32.21,110.48,5837,5332
2012-09-22,K.R.S,32.14,110.41,4660,5332
2012-09-23,K.R.S,32.06,110.33,4540,5331
2012-09-24,K.R.S,31.9,110.18,3712,5327
2012-09-25,K.R.S,31.72,110,3356,5324
2012-09-26,K.R.S,31.55,109.83,3502,5307
2012-09-27,K.R.S,31.37,109.65,3378,5299
2012-09-28,K.R.S,31.27,109.55,4295,5296
2012-09-29,K.R.S,31.29,109.57,5675,5295
2012-09-30,K.R.S,31.22,109.50,5248,5903
2012-10-01,K.R.S,30.99,109.27,5587,8084
2012-10-02,K.R.S,30.78,109.05,6233,8579
2012-10-03,K.R.S,30.51,108.78,5687,8552
2012-10-04,K.R.S,30.11,108.36,5192,9728
2012-10-05,K.R.S,29.48,107.71,4893,11932
2012-10-06,K.R.S,28.63,106.80,12703,22440
2012-10-07,K.R.S,27.71,105.80,5782,16244
2012-10-08,K.R.S,27.17,105.20,6307,12395
2012-10-09,K.R.S,26.97,104.98,5522,7646
2012-10-10,K.R.S,27.08,105.10,4493,3082
2012-10-11,K.R.S,27.04,105.06,3383,3634
2012-10-12,K.R.S,26.99,105,3472,3934
2012-10-13,K.R.S,26.9,104.90,3074,3930
2012-10-14,K.R.S,26.95,104.96,4699,3928
2012-10-15,K.R.S,27.46,105.53,8812,2717
2012-10-16,K.R.S,28.01,106.13,7246,793
2012-10-17,K.R.S,28.58,106.75,7597,804
2012-10-18,K.R.S,29.02,107.22,6271,1020
2012-10-19,K.R.S,29.27,107.49,4153,1023
2012-10-20,K.R.S,29.48,107.71,3613,1031
2012-10-21,K.R.S,29.74,107.98,4164,1034
2012-10-22,K.R.S,29.96,108.21,3796,1043
2012-10-23,K.R.S,30.15,108.41,3468,1045
2012-10-24,K.R.S,30.3,108.56,2910,1048
2012-10-25,K.R.S,30.23,108.49,3050,3927
2012-10-26,K.R.S,30.07,108.32,2618,4347
2012-10-27,K.R.S,29.85,108.10,2356,4646
2012-10-28,K.R.S,29.54,107.77,1422,4888
2012-10-29,K.R.S,29.21,107.42,1896,5555
2012-10-30,K.R.S,28.86,107.05,1519,5397
2012-10-31,K.R.S,28.52,106.68,1446,5241
2012-11-01,K.R.S,28.42,106.58,3620,4520
2012-11-02,K.R.S,28.61,106.78,5462,3187
2012-11-03,K.R.S,28.91,107.11,6393,2700
2012-11-04,K.R.S,29.16,107.37,5696,2709
2012-11-05,K.R.S,29.34,107.56,4932,2712
2012-11-06,K.R.S,29.49,107.72,4788,2895
2012-11-07,K.R.S,29.52,107.75,5432,4961
2012-11-08,K.R.S,29.43,107.66,4116,4961
2012-11-09,K.R.S,29.27,107.49,3050,4771
2012-11-10,K.R.S,29.02,107.22,2434,5250
