FLOW_DATE,RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
2011-06-10,Harangi,3.91,2837.52,184,0
2011-06-11,Harangi,3.93,2837.69,220,0
2011-06-12,Harangi,3.95,2837.91,280,0
2011-06-13,Harangi,4.0,2838.36,557,0
2011-06-14,Harangi,4.05,2838.84,593,0
2011-06-15,Harangi,4.13,2839.64,978,0
2011-06-16,Harangi,4.18,2840.16,641,0
2011-06-17,Harangi,4.23,2840.61,557,0
2011-06-18,Harangi,4.35,2841.74,1375,0
2011-06-19,Harangi,4.47,2842.95,1507,0
2011-06-20,Harangi,4.53,2843.52,702,0
2011-06-21,Harangi,4.56,2843.82,377,0
2011-06-22,Harangi,4.6,2844.06,387,0
2011-06-23,Harangi,4.65,2844.32,686,0
2011-06-24,Harangi,4.77,2844.86,1407,0
2011-06-25,Harangi,4.95,2845.64,2025,0
2011-06-26,Harangi,5.39,2847.62,5117,0
2011-06-27,Harangi,5.73,2849.17,4004,0
2011-06-28,Harangi,6.32,2851.79,6761,0
2011-06-29,Harangi,6.68,2853.41,4184,0
2011-06-30,Harangi,6.93,2854.35,2432,0
2011-07-01,Harangi,7.16,2855.04,2724,0
2011-07-02,Harangi,7.4,2855.74,2763,0
2011-07-03,Harangi,7.5,2856.03,2357,1200
2011-07-04,Harangi,7.47,2855.94,1469,1800
2011-07-05,Harangi,7.47,2855.94,1514,1500
2011-07-06,Harangi,7.5,2856.04,1906,1500
2011-07-07,Harangi,7.52,2856.10,2649,2400
2011-07-08,Harangi,7.49,2856,1993,2370
2011-07-09,Harangi,7.5,2856.05,2210,2000
2011-07-10,Harangi,7.5,2856.04,1882,1900
2011-07-11,Harangi,7.54,2856.15,1652,1200
2011-07-12,Harangi,7.54,2856.15,1271,1200
2011-07-13,Harangi,7.57,2856.26,1702,1250
2011-07-14,Harangi,7.55,2856.19,1332,1585
2011-07-15,Harangi,7.57,2856.26,4465,4170
2011-07-16,Harangi,7.52,2856.10,6062,6667
2011-07-17,Harangi,7.62,2856.39,8032,6875
2011-07-18,Harangi,7.42,2855.81,6135,8385
2011-07-19,Harangi,7.67,2856.56,9960,5100
2011-07-20,Harangi,7.56,2856.23,7937,9208
2011-07-21,Harangi,7.67,2856.55,6661,5386
2011-07-22,Harangi,7.65,2856.50,6226,6400
2011-07-23,Harangi,7.61,2856.37,6012,6500
2011-07-24,Harangi,7.7,2856.63,7340,6300
2011-07-25,Harangi,7.68,2856.57,8187,8400
2011-07-26,Harangi,7.5,2856.03,4750,6850
2011-07-27,Harangi,7.43,2855.85,3517,4200
2011-07-28,Harangi,7.69,2856.61,4214,1215
2011-07-29,Harangi,7.74,2856.75,2670,2100
2011-07-30,Harangi,7.67,2856.54,1300,2100
2011-07-31,Harangi,7.81,2856.95,3478,1850
2011-08-01,Harangi,7.57,2856.24,2576,5335
2011-08-02,Harangi,7.66,2856.52,3519,2400
2011-08-03,Harangi,7.88,2857.16,6208,3679
2011-08-04,Harangi,7.82,2856.98,7017,7700
2011-08-05,Harangi,7.88,2857.18,8505,7700
2011-08-06,Harangi,7.98,2857.45,8880,7800
2011-08-07,Harangi,7.62,2856.40,9031,13122
2011-08-08,Harangi,7.55,2856.18,10485,11325
2011-08-09,Harangi,7.33,2855.54,8153,10637
2011-08-10,Harangi,7.41,2855.79,5376,4375
2011-08-11,Harangi,7.67,2856.56,6130,3092
2011-08-12,Harangi,7.87,2857.14,5494,3200
2011-08-13,Harangi,8.02,2857.57,4768,3062
2011-08-14,Harangi,7.93,2857.32,4358,5315
2011-08-15,Harangi,7.78,2856.87,3166,4906
2011-08-16,Harangi,7.87,2857.14,3240,1700
2011-08-17,Harangi,7.97,2857.44,2747,1550
2011-08-18,Harangi,8.04,2857.64,2455,1650
2011-08-19,Harangi,8.1,2857.83,2416,1650
2011-08-20,Harangi,8.16,2857.98,2260,1650
2011-08-21,Harangi,8.24,2858.22,2612,1650
2011-08-22,Harangi,8.39,2858.66,3395,1650
2011-08-23,Harangi,8.45,2858.86,2343,1538
2011-08-24,Harangi,8.44,2858.83,1405,2333
2011-08-25,Harangi,8.44,2858.81,2000,2056
2011-08-26,Harangi,8.42,2858.75,1799,2012
2011-08-27,Harangi,8.44,2858.81,2162,1905
2011-08-28,Harangi,8.42,2858.75,2529,2742
2011-08-29,Harangi,8.41,2858.73,2594,2650
2011-08-30,Harangi,8.37,2858.60,3337,3824
2011-08-31,Harangi,8.44,2858.81,4562,3717
2011-09-01,Harangi,8.33,2858.51,4271,5423
2011-09-02,Harangi,8.12,2857.88,5960,8405
2011-09-03,Harangi,8.29,2858.37,7542,5600
2011-09-04,Harangi,8.12,2857.87,6364,8300
2011-09-05,Harangi,8.23,2858.19,7226,5950
2011-09-06,Harangi,8.23,2858.21,6039,5938
2011-09-07,Harangi,8.26,2858.29,3803,3467
2011-09-08,Harangi,8.26,2858.30,3250,3188
2011-09-09,Harangi,8.25,2858.26,2866,3000
2011-09-10,Harangi,8.31,2858.44,2763,2035
2011-09-11,Harangi,8.36,2858.58,2938,2367
2011-09-12,Harangi,8.34,2858.54,2472,2606
2011-09-13,Harangi,8.35,2858.56,2465,2363
2011-09-14,Harangi,8.36,2858.58,2480,2363
2011-09-15,Harangi,8.36,2858.58,2280,2257
2011-09-16,Harangi,8.34,2858.52,4216,3252
2011-09-17,Harangi,8.34,2858.52,3681,4833
2011-09-18,Harangi,8.33,2858.51,2892,2908
2011-09-19,Harangi,8.33,2858.51,2636,2613
2011-09-20,Harangi,8.33,2858.51,2431,2408
2011-09-21,Harangi,8.34,2858.52,1976,1913
2011-09-22,Harangi,8.33,2858.51,1784,1800
2011-09-23,Harangi,8.32,2858.47,1567,1700
2011-09-24,Harangi,8.28,2858.34,1214,1700
2011-09-25,Harangi,8.22,2858.16,926,1600
2011-09-26,Harangi,8.14,2857.93,730,1600
2011-09-27,Harangi,8.06,2857.69,591,1500
2011-09-28,Harangi,7.97,2857.43,512,1500
2011-09-29,Harangi,7.88,2857.16,463,1490
2011-09-30,Harangi,7.77,2856.84,346,1569
2011-10-01,Harangi,7.65,2856.49,260,1600
2011-10-02,Harangi,7.53,2856.13,220,1600
2011-10-03,Harangi,7.4,2855.75,142,1600
2011-10-04,Harangi,7.27,2855.36,103,1500
2011-10-05,Harangi,7.13,2854.94,86,1500
2011-10-06,Harangi,6.99,2854.53,74,1500
2011-10-07,Harangi,6.83,2854.07,28,1500
2011-10-08,Harangi,6.72,2853.62,275,1500
2011-10-09,Harangi,6.64,2853.25,575,1500
2011-10-10,Harangi,6.55,2852.84,472,1500
2011-10-11,Harangi,6.48,2852.53,730,1500
2011-10-12,Harangi,6.41,2852.19,583,1430
2011-10-13,Harangi,6.45,2852.38,1301,783
2011-10-14,Harangi,6.46,2852.43,657,500
2011-10-15,Harangi,6.47,2852.48,657,500
2011-10-16,Harangi,6.48,2852.52,632,500
2011-10-17,Harangi,6.48,2852.52,717,585
2011-10-18,Harangi,6.45,2852.41,345,600
2011-10-19,Harangi,6.42,2852.24,300,709
2011-10-20,Harangi,6.34,2851.90,101,948
2011-10-21,Harangi,6.26,2851.52,168,1119
2011-10-22,Harangi,6.19,2851.22,230,975
2011-10-23,Harangi,6.11,2850.87,101,975
2011-10-24,Harangi,6.1,2850.82,761,862
2011-10-25,Harangi,6.1,2850.80,510,534
2011-10-26,Harangi,6.12,2850.92,837,500
2011-10-27,Harangi,6.11,2850.84,362,540
2011-10-28,Harangi,6.07,2850.69,241,600
2011-10-29,Harangi,6.04,2850.55,267,600
2011-10-30,Harangi,6.0,2850.35,245,733
2011-10-31,Harangi,5.93,2850.05,55,800
2011-11-01,Harangi,5.85,2849.68,55,900
2011-11-02,Harangi,5.75,2849.24,54,1050
2011-11-03,Harangi,5.77,2849.34,946,946
2011-11-04,Harangi,5.89,2849.87,1875,492
2011-11-05,Harangi,5.98,2850.27,1266,215
2011-11-06,Harangi,6.01,2850.41,723,342
2011-11-07,Harangi,6.05,2850.59,1021,537
2011-11-08,Harangi,6.07,2850.69,920,642
2011-11-09,Harangi,6.02,2850.44,213,837
2011-11-10,Harangi,5.94,2850.09,118,1000
2011-11-11,Harangi,5.85,2849.69,83,1100
2011-11-12,Harangi,5.75,2849.24,54,1200
2011-11-13,Harangi,5.64,2848.74,25,1300
2011-11-14,Harangi,5.52,2848.19,46,1300
2011-11-15,Harangi,5.39,2847.64,46,1350
2011-11-16,Harangi,5.26,2847.06,25,1350
2011-11-17,Harangi,5.13,2846.46,23,1550
2011-11-18,Harangi,4.99,2845.85,47,1350
2011-11-19,Harangi,4.86,2845.25,23,1350
2011-11-20,Harangi,4.7,2844.55,16,1550
2011-11-21,Harangi,4.56,2843.80,11,1550
2011-11-22,Harangi,4.48,2843.06,18,890
2011-11-23,Harangi,4.41,2842.30,14,910
2011-11-24,Harangi,4.33,2841.53,17,926
2011-11-25,Harangi,4.24,2840.75,14,935
2011-11-26,Harangi,4.16,2839.94,17,974
2011-11-27,Harangi,4.08,2839.14,14,960
2011-11-28,Harangi,3.99,2838.32,17,987
2011-11-29,Harangi,3.84,2836.89,462,1300
2011-11-30,Harangi,3.92,2837.60,450,1300
2011-12-01,Harangi,3.77,2836.18,462,1300
2011-12-02,Harangi,3.69,2835.45,438,1300
2011-12-03,Harangi,3.61,2834.66,400,1335
2011-12-04,Harangi,3.53,2833.82,399,1285
2011-12-05,Harangi,3.43,2833.54,400,1285
2011-12-06,Harangi,3.44,2832.04,400,900
2011-12-07,Harangi,3.4,2831.10,399,946
2011-12-08,Harangi,3.35,2830.15,397,950
2011-12-09,Harangi,3.3,2829.18,385,950
2011-12-10,Harangi,3.25,2828.21,385,950
2011-12-11,Harangi,3.2,2827.32,382,900
2011-12-12,Harangi,3.16,2826.44,388,900
2011-12-13,Harangi,3.11,2825.58,384,885
2011-12-14,Harangi,3.07,2824.72,384,885
2011-12-15,Harangi,3.01,2823.71,379,1100
2011-12-16,Harangi,2.9,2822.57,315,1500
2011-12-17,Harangi,2.79,2821.36,241,1500
2011-12-18,Harangi,2.68,2820.10,114,1425
2011-12-19,Harangi,2.59,2819.10,111,1150
2011-12-20,Harangi,2.5,2818.09,100,1150
2011-12-21,Harangi,2.4,2817,96,1230
2011-12-22,Harangi,4.48,2843.06,18,890
2011-12-23,Harangi,2.2,2814.83,90,1140
2011-12-24,Harangi,2.14,2814.12,63,800
2011-12-25,Harangi,2.09,2813.49,72,600
2011-12-26,Harangi,2.05,2812.82,69,475
2011-12-27,Harangi,2.0,2812.16,77,590
2011-12-28,Harangi,1.96,2811.52,68,575
2011-12-29,Harangi,1.91,2810.85,69,600
2011-12-30,Harangi,1.82,2810.18,142,4504
2011-12-31,Harangi,1.72,2809.45,133,4500
2012-01-01,Harangi,1.76,2808.74,66,630
2012-05-31,Harangi,1.82,2809.50,14,578
2012-06-01,Harangi,1.77,2809,12,560
2012-06-02,Harangi,1.73,2808,14,490
2012-06-03,Harangi,1.69,2808,15,475
2012-06-04,Harangi,1.64,2807,14,490
2012-06-05,Harangi,1.6,2806,16,485
2012-06-06,Harangi,1.56,2806,15,470
2012-06-07,Harangi,1.52,2805,13,445
2012-06-08,Harangi,1.52,2805,13,445
2012-06-09,Harangi,1.45,2804.27,26,370
2012-06-10,Harangi,1.43,2804,23,270
2012-06-11,Harangi,1.42,2804,121,250
2012-06-12,Harangi,1.41,2803,81,250
2012-06-13,Harangi,1.39,2803,58,250
2012-06-15,Harangi,1.35,2802,70,250
2012-06-16,Harangi,1.35,2802,105,125
2012-06-17,Harangi,1.36,2802,111,0
2012-06-18,Harangi,1.36,2802.48,111,0
2012-06-19,Harangi,1.54,2805.50,1806,0
2012-06-20,Harangi,1.66,2807.30,1453,0
2012-06-21,Harangi,1.73,2808.27,788,0
2012-06-22,Harangi,1.78,2809.01,603,0
2012-06-23,Harangi,1.83,2809.75,604,0
2012-06-24,Harangi,1.87,2810.22,388,0
2012-06-25,Harangi,1.89,2810.54,267,0
2012-06-26,Harangi,1.91,2810.83,244,0
2012-06-27,Harangi,1.93,2811.09,220,0
2012-06-28,Harangi,1.95,2811.44,290,0
2012-06-29,Harangi,1.98,2811.89,372,0
2012-06-30,Harangi,2.03,2812.56,549,0
2012-07-01,Harangi,2.08,2813.28,589,0
2012-07-02,Harangi,2.14,2814.11,704,0
2012-07-03,Harangi,2.32,2816.12,2116,0
2012-07-04,Harangi,2.43,2817.38,1331,0
2012-07-05,Harangi,2.54,2818.58,1269,0
2012-07-06,Harangi,2.62,2819.44,914,0
2012-07-07,Harangi,2.69,2820.16,663,0
2012-07-08,Harangi,2.73,2820.68,663,0
2012-07-09,Harangi,2.8,2821.40,768,0
2012-07-10,Harangi,2.86,2822.12,768,0
2012-07-11,Harangi,2.94,2823,936,0
2012-07-12,Harangi,3.01,2823.74,789,0
2012-07-13,Harangi,3.06,2824.49,573,0
2012-07-14,Harangi,3.09,2825.10,372,0
2012-07-15,Harangi,3.12,2825.73,384,0
2012-07-16,Harangi,3.17,2826.62,538,0
2012-07-17,Harangi,3.2,2827.29,409,0
2012-07-18,Harangi,3.27,2828.64,811,0
2012-07-19,Harangi,3.34,2829.99,811,0
2012-07-20,Harangi,3.39,2830.90,552,0
2012-07-21,Harangi,3.43,2831.85,575,0
2012-07-22,Harangi,3.49,2833.05,719,0
2012-07-23,Harangi,3.75,2835.95,2917,0
2012-07-24,Harangi,3.98,2838.22,2740,0
2012-07-25,Harangi,4.17,2840.01,2163,0
2012-07-26,Harangi,4.37,2841.96,2356,0
2012-07-27,Harangi,4.87,2845.29,5789,0
2012-07-28,Harangi,5.62,2848.68,8747,0
2012-07-29,Harangi,6.11,2850.86,5630,0
2012-07-30,Harangi,6.45,2852.41,4007,0
2012-07-31,Harangi,6.7,2853.50,2866,44
2012-08-01,Harangi,6.9,2854.28,2618,219
2012-08-02,Harangi,7.16,2855.04,3302,310
2012-08-03,Harangi,7.35,2855.61,2248,400
2012-08-04,Harangi,7.52,2856.09,3563,650
2012-08-05,Harangi,7.71,2856.66,3114,867
2012-08-06,Harangi,7.86,2857.12,3628,0
2012-08-07,Harangi,7.78,2856.87,9074,0
2012-08-08,Harangi,7.61,2856.36,6800,0
2012-08-09,Harangi,7.83,2857.01,7436,0
2012-08-10,Harangi,7.82,2857,7501,0
2012-08-11,Harangi,7.65,2856.50,5348,0
2012-08-12,Harangi,7.72,2856.69,6409,0
2012-08-13,Harangi,7.7,2856.62,4841,4300
2012-08-14,Harangi,7.75,2856.79,3973,3292
2012-08-15,Harangi,7.8,2856.94,2787,2186
2012-08-16,Harangi,7.86,2857.12,2712,1992
2012-08-17,Harangi,7.89,2857.19,1930,1641
2012-08-18,Harangi,7.95,2857.36,2230,1550
2012-08-19,Harangi,8.03,2857.60,2505,1550
2012-08-20,Harangi,8.1,2857.81,2623,1550
2012-08-21,Harangi,8.09,2857.80,1526,1550
2012-08-22,Harangi,8.06,2857.69,1134,1550
2012-08-23,Harangi,7.99,2857.50,861,1590
2012-08-24,Harangi,7.9,2857.22,518,1600
2012-08-25,Harangi,7.8,2856.93,479,1600
2012-08-26,Harangi,7.7,2856.64,479,1600
2012-08-27,Harangi,7.7,2856.64,479,1600
2012-08-28,Harangi,7.91,2857.25,2347,1471
2012-08-29,Harangi,8.03,2857.62,2904,1440
2012-08-30,Harangi,8.2,2858.10,5798,3896
2012-08-31,Harangi,8.11,2857.86,5225,6150
2012-09-01,Harangi,8.11,2857.86,5225,6150
2012-09-02,Harangi,8.11,2857.85,5319,4913
2012-09-03,Harangi,8.28,2858.36,6162,4150
2012-09-04,Harangi,8.3,2858.42,5867,5617
2012-09-05,Harangi,8.09,2857.80,5494,7908
2012-09-06,Harangi,8.05,2857.68,4411,4959
2012-09-07,Harangi,8.07,2857.72,3854,3683
2012-09-08,Harangi,8.08,2857.77,3378,3167
2012-09-09,Harangi,8.07,2857.74,2693,2913
2012-09-10,Harangi,8.04,2857.64,2178,2555
2012-09-11,Harangi,8.05,2857.66,1870,1777
2012-09-12,Harangi,8.01,2857.56,1581,1958
2012-09-13,Harangi,7.96,2857.41,1427,2000
2012-09-14,Harangi,7.88,2857.17,1174,2100
2012-09-15,Harangi,7.79,2856.89,1068,2150
2012-09-16,Harangi,7.69,2856.60,1029,2150
2012-09-24,Harangi,6.76,2853.79,504,1650
2012-09-25,Harangi,6.68,2853.41,609,1567
2012-09-26,Harangi,6.58,2852.99,589,1650
2012-09-27,Harangi,6.48,2852.54,512,1650
2012-09-28,Harangi,6.38,2852.07,460,1650
2012-09-29,Harangi,6.28,2851.61,486,1650
2012-09-30,Harangi,6.18,2851.16,511,1650
2012-10-01,Harangi,6.12,2850.90,891,1541
2012-10-02,Harangi,6.04,2850.56,586,1442
2012-10-03,Harangi,5.97,2850.22,632,1488
2012-10-04,Harangi,5.87,2849.77,361,1500
2012-10-05,Harangi,5.32,2847.30,361,6706
2012-10-06,Harangi,5.14,2846.52,361,2352
2012-10-07,Harangi,5.03,2846,229,1550
2012-10-08,Harangi,4.99,2845.83,314,0
2012-10-09,Harangi,4.95,2845.66,187,813
2012-10-10,Harangi,4.88,2845.33,168,1000
2012-10-11,Harangi,4.79,2844.93,188,1200
2012-10-12,Harangi,4.66,2844.34,98,1600
2012-10-13,Harangi,4.55,2843.72,205,1400
2012-10-14,Harangi,4.49,2843.10,272,1000
2012-10-15,Harangi,4.43,2842.50,146,850
2012-10-16,Harangi,4.39,2842.10,736,1200
2012-10-17,Harangi,4.33,2841.60,316,900
2012-10-18,Harangi,4.28,2841.07,280,900
2012-10-19,Harangi,4.22,2840.49,219,900
2012-10-20,Harangi,4.16,2839.95,167,800
2012-10-21,Harangi,4.12,2839.52,119,700
2012-10-22,Harangi,4.14,2839.75,293,0
2012-10-23,Harangi,4.16,2839.95,257,0
2012-10-24,Harangi,4.18,2840.16,269,0
2012-10-25,Harangi,4.2,2840.35,245,0
2012-10-26,Harangi,4.22,2840.53,233,0
2012-10-27,Harangi,4.24,2840.71,233,0
2012-10-28,Harangi,4.26,2840.85,185,0
2012-10-29,Harangi,4.27,2841.02,221,0
2012-10-30,Harangi,4.24,2840.73,502,833
2012-10-31,Harangi,4.17,2840,627,1488
2012-11-01,Harangi,4.09,2839.24,620,1517
2012-11-02,Harangi,4.11,2839.46,1531,1250
2012-11-03,Harangi,4.1,2839.35,108,1200
2012-11-04,Harangi,4.04,2838.82,909,1529
2012-11-05,Harangi,4.07,2839.06,1668,1363
2012-11-06,Harangi,4.03,2838.69,629,1525
2012-11-07,Harangi,3.97,2838.06,859,1600
2012-11-08,Harangi,3.93,2837.71,662,1066
2012-11-09,Harangi,3.87,2837.15,726,1383
2012-11-10,Harangi,3.79,2836.40,714,1600
2012-11-11,Harangi,3.71,2835.63,689,1600
2012-11-12,Harangi,3.63,2834.84,665,1600
2012-11-13,Harangi,3.56,2834.19,546,1313
2012-11-14,Harangi,3.51,2833.36,866,1458
2012-11-15,Harangi,3.48,2832.83,693,992
2012-11-16,Harangi,3.49,2832.91,237,175
2012-11-17,Harangi,3.47,2832.61,237,1400
2012-11-18,Harangi,3.45,2832.24,245,1000
2012-11-19,Harangi,3.43,2831.69,289,1100
2012-11-20,Harangi,3.4,2831.12,277,1100
2012-11-21,Harangi,3.35,2830.26,255,1500
2012-11-22,Harangi,3.31,2829.43,273,1100
2012-11-23,Harangi,3.26,2828.49,257,1450
2012-11-24,Harangi,3.21,2827.46,254,1600
2012-11-25,Harangi,3.16,2826.42,248,1600
2012-11-26,Harangi,3.1,2844.74,247,1600
2012-11-27,Harangi,3.05,2844.96,223,1600
2012-11-28,Harangi,2.96,2845.18,386,1400
2012-11-29,Harangi,2.95,2845.40,330,476
