FLOW_DATE,RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,YEAR,MONTH,DATE,DAY,SEASON
2020-01-03,Harangi,3.44,2832.05,146.0,50.0,2020.0,1.0,3.0,2.0,WINTER
2011-01-03,Kabini,16.12,2278.37,635.0,50.0,2011.0,1.0,3.0,2.0,WINTER
2014-01-03,Kabini,14.47,2275.36,306.0,50.0,2014.0,1.0,3.0,2.0,WINTER
2015-01-03,Kabini,14.75,2275.87,369.0,50.0,2015.0,1.0,3.0,2.0,WINTER
2016-01-03,Kabini,9.56,2265.44,358.0,200.0,2016.0,1.0,3.0,2.0,WINTER
2017-01-03,Kabini,7.51,2260.48,151.0,500.0,2017.0,1.0,3.0,2.0,WINTER
2018-01-03,Kabini,13.81,2274.13,129.0,500.0,2018.0,1.0,3.0,2.0,WINTER
2019-01-03,Kabini,15.13,2276.57,195.0,0.0,2019.0,1.0,3.0,2.0,WINTER
2020-01-03,Kabini,15.34,2276.96,372.0,50.0,2020.0,1.0,3.0,2.0,WINTER
2011-01-03,K.R.S,46.64,122.75,2776.0,1491.0,2011.0,1.0,3.0,2.0,WINTER
2014-01-03,K.R.S,38.49,116.25,1547.0,1644.0,2014.0,1.0,3.0,2.0,WINTER
2015-01-03,K.R.S,39.96,117.49,1644.0,632.0,2015.0,1.0,3.0,2.0,WINTER
2016-01-03,K.R.S,27.71,105.80,536.0,1236.0,2016.0,1.0,3.0,2.0,WINTER
2017-01-03,K.R.S,10.55,79.45,269.0,254.0,2017.0,1.0,3.0,2.0,WINTER
2018-01-03,K.R.S,25.38,103.15,264.0,334.0,2018.0,1.0,3.0,2.0,WINTER
2019-01-03,K.R.S,36.53,114.53,465.0,685.0,2019.0,1.0,3.0,2.0,WINTER
2020-01-03,K.R.S,45.13,121.62,1101.0,1208.0,2020.0,1.0,3.0,2.0,WINTER
2011-01-04,Hemavathi,31.34,2915.77,695.0,1075.0,2011.0,1.0,4.0,3.0,WINTER
2014-01-04,Hemavathi,10.71,2882.56,147.0,3625.0,2014.0,1.0,4.0,3.0,WINTER
2015-01-04,Hemavathi,13.86,2889.66,121.0,2400.0,2015.0,1.0,4.0,3.0,WINTER
2016-01-04,Hemavathi,6.43,2870.20,165.0,125.0,2016.0,1.0,4.0,3.0,WINTER
2017-01-04,Hemavathi,5.05,2865.06,181.0,150.0,2017.0,1.0,4.0,3.0,WINTER
2018-01-04,Hemavathi,8.49,2877,132.0,175.0,2018.0,1.0,4.0,3.0,WINTER
2019-01-04,Hemavathi,9.6,2879.84,198.0,350.0,2019.0,1.0,4.0,3.0,WINTER
2020-01-04,Hemavathi,19.61,2899.87,664.0,2450.0,2020.0,1.0,4.0,3.0,WINTER
2011-01-04,Harangi,3.78,2836.31,118.0,0.0,2011.0,1.0,4.0,3.0,WINTER
2014-01-04,Harangi,1.3,2801.27,126.0,0.0,2014.0,1.0,4.0,3.0,WINTER
2015-01-04,Harangi,0.75,2788.54,148.0,0.0,2015.0,1.0,4.0,3.0,WINTER
2016-01-04,Harangi,0.71,2787.48,100.0,0.0,2016.0,1.0,4.0,3.0,WINTER
2017-01-04,Harangi,2.59,2819.10,52.0,0.0,2017.0,1.0,4.0,3.0,WINTER
2018-01-04,Harangi,2.58,2818.98,156.0,70.0,2018.0,1.0,4.0,3.0,WINTER
2019-01-04,Harangi,1.68,2807.49,102.0,15.0,2019.0,1.0,4.0,3.0,WINTER
2020-01-04,Harangi,3.45,2832.18,141.0,40.0,2020.0,1.0,4.0,3.0,WINTER
2011-01-04,Kabini,16.16,2278.43,506.0,50.0,2011.0,1.0,4.0,3.0,WINTER
2014-01-04,Kabini,14.47,2275.36,306.0,50.0,2014.0,1.0,4.0,3.0,WINTER
2015-01-04,Kabini,14.77,2275.91,369.0,50.0,2015.0,1.0,4.0,3.0,WINTER
2016-01-04,Kabini,9.57,2265.46,358.0,200.0,2016.0,1.0,4.0,3.0,WINTER
2017-01-04,Kabini,7.47,2260.38,107.0,500.0,2017.0,1.0,4.0,3.0,WINTER
2018-01-04,Kabini,13.77,2274.06,130.0,500.0,2018.0,1.0,4.0,3.0,WINTER
2019-01-04,Kabini,15.14,2276.59,194.0,0.0,2019.0,1.0,4.0,3.0,WINTER
2020-01-04,Kabini,15.36,2276.99,309.0,50.0,2020.0,1.0,4.0,3.0,WINTER
2011-01-04,K.R.S,46.69,122.79,2311.0,1491.0,2011.0,1.0,4.0,3.0,WINTER
2014-01-04,K.R.S,38.49,116.25,1547.0,1644.0,2014.0,1.0,4.0,3.0,WINTER
2015-01-04,K.R.S,40.04,117.56,1802.0,651.0,2015.0,1.0,4.0,3.0,WINTER
2016-01-04,K.R.S,27.7,105.79,444.0,414.0,2016.0,1.0,4.0,3.0,WINTER
2017-01-04,K.R.S,10.54,79.44,269.0,254.0,2017.0,1.0,4.0,3.0,WINTER
2018-01-04,K.R.S,25.36,103.13,264.0,334.0,2018.0,1.0,4.0,3.0,WINTER
2019-01-04,K.R.S,36.5,114.50,465.0,685.0,2019.0,1.0,4.0,3.0,WINTER
2020-01-04,K.R.S,45.08,121.58,798.0,1208.0,2020.0,1.0,4.0,3.0,WINTER
2011-01-05,Hemavathi,31.34,2915.77,661.0,550.0,2011.0,1.0,5.0,4.0,WINTER
2014-01-05,Hemavathi,10.4,2881.80,74.0,3600.0,2014.0,1.0,5.0,4.0,WINTER
2015-01-05,Hemavathi,13.66,2889.30,121.0,2400.0,2015.0,1.0,5.0,4.0,WINTER
2016-01-05,Hemavathi,6.23,2869.10,165.0,125.0,2016.0,1.0,5.0,4.0,WINTER
2017-01-05,Hemavathi,5.05,2865.04,126.0,150.0,2017.0,1.0,5.0,4.0,WINTER
2018-01-05,Hemavathi,8.48,2876.98,132.0,175.0,2018.0,1.0,5.0,4.0,WINTER
2019-01-05,Hemavathi,9.58,2879.78,105.0,350.0,2019.0,1.0,5.0,4.0,WINTER
2020-01-05,Hemavathi,19.48,2899.64,914.0,2350.0,2020.0,1.0,5.0,4.0,WINTER
2011-01-05,Harangi,3.79,2836.41,130.0,0.0,2011.0,1.0,5.0,4.0,WINTER
2014-01-05,Harangi,1.31,2801.50,140.0,0.0,2014.0,1.0,5.0,4.0,WINTER
2015-01-05,Harangi,0.76,2788.90,152.0,0.0,2015.0,1.0,5.0,4.0,WINTER
2016-01-05,Harangi,0.71,2787.48,92.0,0.0,2016.0,1.0,5.0,4.0,WINTER
2017-01-05,Harangi,2.59,2819.15,52.0,0.0,2017.0,1.0,5.0,4.0,WINTER
2018-01-05,Harangi,2.59,2819.05,156.0,70.0,2018.0,1.0,5.0,4.0,WINTER
2019-01-05,Harangi,1.69,2807.62,104.0,15.0,2019.0,1.0,5.0,4.0,WINTER
2020-01-05,Harangi,3.45,2832.25,106.0,40.0,2020.0,1.0,5.0,4.0,WINTER
2011-01-05,Kabini,16.19,2278.49,506.0,50.0,2011.0,1.0,5.0,4.0,WINTER
2014-01-05,Kabini,14.49,2275.40,369.0,50.0,2014.0,1.0,5.0,4.0,WINTER
2015-01-05,Kabini,14.78,2275.94,306.0,50.0,2015.0,1.0,5.0,4.0,WINTER
2016-01-05,Kabini,9.58,2265.48,358.0,200.0,2016.0,1.0,5.0,4.0,WINTER
2017-01-05,Kabini,7.43,2260.29,151.0,500.0,2017.0,1.0,5.0,4.0,WINTER
2018-01-05,Kabini,13.73,2273.99,131.0,500.0,2018.0,1.0,5.0,4.0,WINTER
2019-01-05,Kabini,15.16,2276.62,258.0,0.0,2019.0,1.0,5.0,4.0,WINTER
2020-01-05,Kabini,15.38,2277.03,373.0,50.0,2020.0,1.0,5.0,4.0,WINTER
2011-01-05,K.R.S,46.7,122.80,1847.0,1491.0,2011.0,1.0,5.0,4.0,WINTER
2014-01-05,K.R.S,38.48,116.24,1154.0,1115.0,2014.0,1.0,5.0,4.0,WINTER
2015-01-05,K.R.S,40.09,117.60,1392.0,657.0,2015.0,1.0,5.0,4.0,WINTER
2016-01-05,K.R.S,27.68,105.77,339.0,414.0,2016.0,1.0,5.0,4.0,WINTER
2017-01-05,K.R.S,10.54,79.44,319.0,254.0,2017.0,1.0,5.0,4.0,WINTER
2018-01-05,K.R.S,25.34,103.10,165.0,334.0,2018.0,1.0,5.0,4.0,WINTER
2019-01-05,K.R.S,36.46,114.47,450.0,670.0,2019.0,1.0,5.0,4.0,WINTER
2020-01-05,K.R.S,45.03,121.54,798.0,1208.0,2020.0,1.0,5.0,4.0,WINTER
2011-01-06,Hemavathi,31.33,2915.75,564.0,650.0,2011.0,1.0,6.0,5.0,WINTER
2014-01-06,Hemavathi,10.1,2881.06,71.0,3500.0,2014.0,1.0,6.0,5.0,WINTER
2015-01-06,Hemavathi,13.45,2888.94,121.0,2400.0,2015.0,1.0,6.0,5.0,WINTER
2016-01-06,Hemavathi,6.23,2869.10,165.0,125.0,2016.0,1.0,6.0,5.0,WINTER
2017-01-06,Hemavathi,5.05,2865.04,181.0,150.0,2017.0,1.0,6.0,5.0,WINTER
2018-01-06,Hemavathi,8.47,2876.96,132.0,175.0,2018.0,1.0,6.0,5.0,WINTER
2019-01-06,Hemavathi,9.56,2879.74,99.0,250.0,2019.0,1.0,6.0,5.0,WINTER
2020-01-06,Hemavathi,19.36,2899.42,730.0,2100.0,2020.0,1.0,6.0,5.0,WINTER
2011-01-06,Harangi,3.81,2836.54,167.0,0.0,2011.0,1.0,6.0,5.0,WINTER
2014-01-06,Harangi,1.32,2801.72,136.0,0.0,2014.0,1.0,6.0,5.0,WINTER
2015-01-06,Harangi,0.77,2789.22,136.0,0.0,2015.0,1.0,6.0,5.0,WINTER
2016-01-06,Harangi,0.72,2787.90,92.0,0.0,2016.0,1.0,6.0,5.0,WINTER
2017-01-06,Harangi,2.6,2819.19,42.0,0.0,2017.0,1.0,6.0,5.0,WINTER
2018-01-06,Harangi,2.59,2819.12,156.0,70.0,2018.0,1.0,6.0,5.0,WINTER
2019-01-06,Harangi,1.7,2807.75,104.0,15.0,2019.0,1.0,6.0,5.0,WINTER
2020-01-06,Harangi,3.46,2832.35,124.0,40.0,2020.0,1.0,6.0,5.0,WINTER
2011-01-06,Kabini,16.22,2278.55,506.0,50.0,2011.0,1.0,6.0,5.0,WINTER
2014-01-06,Kabini,14.51,2275.43,306.0,50.0,2014.0,1.0,6.0,5.0,WINTER
2015-01-06,Kabini,14.81,2275.98,369.0,50.0,2015.0,1.0,6.0,5.0,WINTER
2016-01-06,Kabini,9.59,2265.50,358.0,200.0,2016.0,1.0,6.0,5.0,WINTER
2017-01-06,Kabini,7.4,2260.19,106.0,500.0,2017.0,1.0,6.0,5.0,WINTER
2018-01-06,Kabini,13.71,2273.95,119.0,300.0,2018.0,1.0,6.0,5.0,WINTER
2019-01-06,Kabini,15.15,2276.60,222.0,281.0,2019.0,1.0,6.0,5.0,WINTER
2020-01-06,Kabini,15.4,2277.06,310.0,50.0,2020.0,1.0,6.0,5.0,WINTER
2011-01-06,K.R.S,46.74,122.83,2156.0,1491.0,2011.0,1.0,6.0,5.0,WINTER
2014-01-06,K.R.S,38.47,116.23,625.0,586.0,2014.0,1.0,6.0,5.0,WINTER
2015-01-06,K.R.S,40.12,117.63,1253.0,657.0,2015.0,1.0,6.0,5.0,WINTER
2016-01-06,K.R.S,27.66,105.75,339.0,414.0,2016.0,1.0,6.0,5.0,WINTER
2017-01-06,K.R.S,10.54,79.43,269.0,254.0,2017.0,1.0,6.0,5.0,WINTER
2018-01-06,K.R.S,25.32,103.08,264.0,334.0,2018.0,1.0,6.0,5.0,WINTER
2019-01-06,K.R.S,36.43,114.44,445.0,665.0,2019.0,1.0,6.0,5.0,WINTER
2020-01-06,K.R.S,44.96,121.49,636.0,1198.0,2020.0,1.0,6.0,5.0,WINTER
2011-01-07,Hemavathi,31.3,2915.72,566.0,750.0,2011.0,1.0,7.0,6.0,WINTER
2014-01-07,Hemavathi,9.9,2880.56,45.0,2350.0,2014.0,1.0,7.0,6.0,WINTER
2015-01-07,Hemavathi,13.25,2888.58,121.0,2400.0,2015.0,1.0,7.0,6.0,WINTER
2016-01-07,Hemavathi,6.23,2869.10,165.0,125.0,2016.0,1.0,7.0,6.0,WINTER
2017-01-07,Hemavathi,5.04,2865.02,126.0,150.0,2017.0,1.0,7.0,6.0,WINTER
2018-01-07,Hemavathi,8.47,2876.94,133.0,175.0,2018.0,1.0,7.0,6.0,WINTER
2019-01-07,Hemavathi,9.56,2879.73,140.0,150.0,2019.0,1.0,7.0,6.0,WINTER
2020-01-07,Hemavathi,19.26,2899.25,705.0,1750.0,2020.0,1.0,7.0,6.0,WINTER
2011-01-07,Harangi,3.82,2836.63,118.0,0.0,2011.0,1.0,7.0,6.0,WINTER
2014-01-07,Harangi,1.33,2801.93,131.0,0.0,2014.0,1.0,7.0,6.0,WINTER
2015-01-07,Harangi,0.79,2789.64,177.0,0.0,2015.0,1.0,7.0,6.0,WINTER
2016-01-07,Harangi,0.73,2788.11,92.0,0.0,2016.0,1.0,7.0,6.0,WINTER
2017-01-07,Harangi,2.6,2819.24,52.0,0.0,2017.0,1.0,7.0,6.0,WINTER
2018-01-07,Harangi,2.6,2819.18,147.0,70.0,2018.0,1.0,7.0,6.0,WINTER
2019-01-07,Harangi,1.7,2807.86,88.0,15.0,2019.0,1.0,7.0,6.0,WINTER
2020-01-07,Harangi,3.46,2832.43,112.0,40.0,2020.0,1.0,7.0,6.0,WINTER
2011-01-07,Kabini,16.26,2278.61,506.0,50.0,2011.0,1.0,7.0,6.0,WINTER
2014-01-07,Kabini,14.52,2275.46,306.0,50.0,2014.0,1.0,7.0,6.0,WINTER
2015-01-07,Kabini,14.83,2276.02,371.0,50.0,2015.0,1.0,7.0,6.0,WINTER
2016-01-07,Kabini,9.6,2265.52,358.0,200.0,2016.0,1.0,7.0,6.0,WINTER
2017-01-07,Kabini,7.36,2260.10,150.0,500.0,2017.0,1.0,7.0,6.0,WINTER
2018-01-07,Kabini,13.69,2273.91,118.0,300.0,2018.0,1.0,7.0,6.0,WINTER
2019-01-07,Kabini,15.11,2276.54,188.0,500.0,2019.0,1.0,7.0,6.0,WINTER
2020-01-07,Kabini,15.42,2277.10,374.0,50.0,2020.0,1.0,7.0,6.0,WINTER
2011-01-07,K.R.S,46.76,122.84,1847.0,1491.0,2011.0,1.0,7.0,6.0,WINTER
2014-01-07,K.R.S,38.48,116.24,896.0,586.0,2014.0,1.0,7.0,6.0,WINTER
2015-01-07,K.R.S,40.16,117.66,1253.0,657.0,2015.0,1.0,7.0,6.0,WINTER
2016-01-07,K.R.S,27.51,105.58,322.0,1959.0,2016.0,1.0,7.0,6.0,WINTER
2017-01-07,K.R.S,10.54,79.43,319.0,254.0,2017.0,1.0,7.0,6.0,WINTER
2018-01-07,K.R.S,25.3,103.06,264.0,334.0,2018.0,1.0,7.0,6.0,WINTER
2019-01-07,K.R.S,36.38,114.40,315.0,665.0,2019.0,1.0,7.0,6.0,WINTER
2020-01-07,K.R.S,44.9,121.44,606.0,1168.0,2020.0,1.0,7.0,6.0,WINTER
2011-01-08,Hemavathi,31.27,2915.69,566.0,750.0,2011.0,1.0,8.0,7.0,WINTER
2014-01-08,Hemavathi,9.7,2880.07,64.0,2350.0,2014.0,1.0,8.0,7.0,WINTER
2015-01-08,Hemavathi,13.05,2888.22,120.0,2400.0,2015.0,1.0,8.0,7.0,WINTER
2016-01-08,Hemavathi,6.23,2869.10,166.0,125.0,2016.0,1.0,8.0,7.0,WINTER
2017-01-08,Hemavathi,5.04,2865.02,181.0,150.0,2017.0,1.0,8.0,7.0,WINTER
2018-01-08,Hemavathi,8.46,2876.92,133.0,175.0,2018.0,1.0,8.0,7.0,WINTER
2019-01-08,Hemavathi,9.55,2879.72,140.0,150.0,2019.0,1.0,8.0,7.0,WINTER
2020-01-08,Hemavathi,19.2,2899.15,712.0,1300.0,2020.0,1.0,8.0,7.0,WINTER
2011-01-08,Harangi,3.83,2836.73,131.0,0.0,2011.0,1.0,8.0,7.0,WINTER
2014-01-08,Harangi,1.34,2802.15,137.0,0.0,2014.0,1.0,8.0,7.0,WINTER
2015-01-08,Harangi,0.79,2789.85,91.0,0.0,2015.0,1.0,8.0,7.0,WINTER
2016-01-08,Harangi,0.74,2788.32,92.0,0.0,2016.0,1.0,8.0,7.0,WINTER
2017-01-08,Harangi,2.61,2819.29,52.0,0.0,2017.0,1.0,8.0,7.0,WINTER
2018-01-08,Harangi,2.6,2819.25,154.0,70.0,2018.0,1.0,8.0,7.0,WINTER
2019-01-08,Harangi,1.71,2808.01,102.0,15.0,2019.0,1.0,8.0,7.0,WINTER
2020-01-08,Harangi,3.47,2832.52,118.0,40.0,2020.0,1.0,8.0,7.0,WINTER
2011-01-08,Kabini,16.29,2278.67,506.0,50.0,2011.0,1.0,8.0,7.0,WINTER
2014-01-08,Kabini,14.54,2275.49,306.0,50.0,2014.0,1.0,8.0,7.0,WINTER
2015-01-08,Kabini,14.84,2276.05,309.0,50.0,2015.0,1.0,8.0,7.0,WINTER
2016-01-08,Kabini,9.61,2265.54,358.0,200.0,2016.0,1.0,8.0,7.0,WINTER
2017-01-08,Kabini,7.32,2260,106.0,500.0,2017.0,1.0,8.0,7.0,WINTER
2018-01-08,Kabini,13.67,2273.87,119.0,300.0,2018.0,1.0,8.0,7.0,WINTER
2019-01-08,Kabini,15.09,2276.49,251.0,500.0,2019.0,1.0,8.0,7.0,WINTER
2020-01-08,Kabini,15.44,2277.13,310.0,50.0,2020.0,1.0,8.0,7.0,WINTER
2011-01-08,K.R.S,46.78,122.86,2002.0,1491.0,2011.0,1.0,8.0,7.0,WINTER
2014-01-08,K.R.S,38.5,116.26,1032.0,586.0,2014.0,1.0,8.0,7.0,WINTER
2015-01-08,K.R.S,40.21,117.70,1392.0,657.0,2015.0,1.0,8.0,7.0,WINTER
2016-01-08,K.R.S,27.23,105.27,375.0,3472.0,2016.0,1.0,8.0,7.0,WINTER
2017-01-08,K.R.S,10.54,79.44,369.0,254.0,2017.0,1.0,8.0,7.0,WINTER
2018-01-08,K.R.S,25.28,103.03,165.0,334.0,2018.0,1.0,8.0,7.0,WINTER
2019-01-08,K.R.S,36.35,114.37,444.0,665.0,2019.0,1.0,8.0,7.0,WINTER
2020-01-08,K.R.S,44.82,121.38,454.0,1167.0,2020.0,1.0,8.0,7.0,WINTER
2011-01-09,Hemavathi,31.27,2915.68,613.0,600.0,2011.0,1.0,9.0,8.0,WINTER
2014-01-09,Hemavathi,9.5,2879.59,90.0,2300.0,2014.0,1.0,9.0,8.0,WINTER
2015-01-09,Hemavathi,12.84,2887.80,87.0,2400.0,2015.0,1.0,9.0,8.0,WINTER
2016-01-09,Hemavathi,6.23,2869.10,165.0,125.0,2016.0,1.0,9.0,8.0,WINTER
2017-01-09,Hemavathi,5.04,2865,126.0,150.0,2017.0,1.0,9.0,8.0,WINTER
2018-01-09,Hemavathi,8.45,2876.90,133.0,175.0,2018.0,1.0,9.0,8.0,WINTER
